customer_sk	lifetime_orders	lifetime_value	avg_order_value	avg_review_score	avg_delivery_days	favorite_category	rfm_segment	customer_segment	created_at
21398	2	81.68	40.84	4	4	telefonia	AT_RISK	REGULAR	2026-05-15 15:13:42.783
21399	1	339.63	339.63	5	17	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21400	1	205.57	205.57	4	14	moveis_escritorio	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21401	1	140.40	140.40	5	26	casa_conforto	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21402	1	167.42	167.42	3	19	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21403	1	124.33	124.33	5	15	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21404	1	32.38	32.38	1	17	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
21405	1	42.72	42.72	5	2	fashion_bolsas_e_acessorios	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21406	1	181.07	181.07	5	19	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21407	1	35.42	35.42	4	6	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21408	1	130.85	130.85	4	36	artigos_de_natal	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21409	1	55.23	55.23	5	11	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21410	1	373.30	373.30	3	29	moveis_escritorio	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21411	1	150.44	150.44	5	12	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21412	1	155.76	155.76	1	7	papelaria	REGULAR	NEW	2026-05-15 15:13:42.783
21413	1	150.56	150.56	5	10	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21414	1	157.46	157.46	4	3	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21415	1	176.16	176.16	5	6	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21416	1	73.76	73.76	5	27	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21417	1	122.37	122.37	4	8	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21418	1	66.67	66.67	5	17	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21419	1	101.73	101.73	5	10	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21420	1	46.78	46.78	4	10	fashion_bolsas_e_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21421	1	62.18	62.18	1	9	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21422	1	238.02	238.02	4	NULL	casa_construcao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21423	1	208.03	208.03	5	6	moveis_decoracao	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21424	1	41.68	41.68	5	12	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21425	1	43.54	43.54	5	5	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21426	1	376.26	376.26	5	14	perfumaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21427	1	187.51	187.51	5	15	papelaria	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21428	1	63.99	63.99	5	5	malas_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21429	1	212.56	212.56	1	17	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21430	2	125.64	62.82	4	4	beleza_saude	LOYAL_CUSTOMERS	REGULAR	2026-05-15 15:13:42.783
21431	1	47.22	47.22	4	16	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21432	1	67.07	67.07	5	4	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21433	1	124.09	124.09	5	17	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21434	1	96.72	96.72	5	12	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21435	1	73.34	73.34	4	10	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21436	1	149.86	149.86	1	32	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21437	1	104.47	104.47	5	7	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21438	1	133.25	133.25	5	7	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
21439	1	58.55	58.55	5	8	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21440	1	46.00	46.00	5	12	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21441	1	37.00	37.00	4	7	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
21442	1	258.56	258.56	4	11	telefonia_fixa	REGULAR	NEW	2026-05-15 15:13:42.783
21443	1	818.33	818.33	5	23	moveis_decoracao	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21444	1	155.14	155.14	5	13	ferramentas_jardim	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21445	1	55.36	55.36	5	8	brinquedos	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21446	1	83.20	83.20	5	21	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21447	1	173.15	173.15	5	10	consoles_games	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21448	1	49.24	49.24	1	4	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21449	1	170.00	170.00	4	14	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21450	1	139.80	139.80	3	6	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21451	1	104.34	104.34	5	4	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21452	1	1620.77	1620.77	2	NULL	NULL	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21453	1	295.70	295.70	1	7	informatica_acessorios	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21454	1	70.72	70.72	5	5	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21455	1	46.39	46.39	4	3	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21456	1	199.69	199.69	5	16	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21457	1	114.26	114.26	5	15	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21458	1	49.22	49.22	5	8	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21459	1	32.77	32.77	5	2	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21460	1	31.67	31.67	5	6	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21461	1	169.32	169.32	5	7	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21462	1	94.25	94.25	5	20	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21463	1	159.03	159.03	5	9	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21464	1	95.31	95.31	1	8	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21465	1	35.08	35.08	5	3	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21466	1	99.34	99.34	5	30	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21467	1	279.04	279.04	4	5	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21468	1	109.50	109.50	5	5	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21469	1	143.86	143.86	5	18	perfumaria	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21470	1	69.97	69.97	5	9	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21471	1	55.96	55.96	5	13	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21472	1	963.35	963.35	5	6	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21473	1	118.71	118.71	5	9	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21474	1	102.53	102.53	5	1	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21475	1	93.24	93.24	4	17	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21476	1	140.32	140.32	1	8	moveis_decoracao	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21477	1	101.18	101.18	1	9	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21478	2	113.56	56.78	2.5	3.5	fashion_bolsas_e_acessorios	LOYAL_CUSTOMERS	REGULAR	2026-05-15 15:13:42.783
21479	1	219.77	219.77	5	11	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21480	1	418.04	418.04	5	19	instrumentos_musicais	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21481	1	288.82	288.82	5	12	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21482	1	247.70	247.70	5	12	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21483	1	122.80	122.80	5	10	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21484	1	29.86	29.86	4	11	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21485	1	369.22	369.22	5	10	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21486	2	56.00	28.00	5	11.5	casa_conforto_2	REGULAR	REGULAR	2026-05-15 15:13:42.783
21487	1	111.90	111.90	4	8	perfumaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21488	1	165.67	165.67	5	6	brinquedos	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21489	1	124.52	124.52	5	13	moveis_colchao_e_estofado	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21490	1	52.00	52.00	1	42	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21491	1	76.18	76.18	5	5	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21492	1	66.74	66.74	5	15	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21493	1	148.78	148.78	1	22	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21494	1	33.71	33.71	5	3	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21495	1	42.11	42.11	4	9	eletrodomesticos	REGULAR	NEW	2026-05-15 15:13:42.783
21496	1	94.69	94.69	5	11	utilidades_domesticas	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21497	1	719.74	719.74	4	4	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21498	1	31.84	31.84	1	NULL	fashion_bolsas_e_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21499	1	153.90	153.90	5	24	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21500	1	62.78	62.78	5	11	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21501	1	55.01	55.01	4	19	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21502	1	69.12	69.12	5	9	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21503	1	37.05	37.05	5	8	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
21504	1	153.61	153.61	5	8	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
21505	1	45.28	45.28	4	7	cama_mesa_banho	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21506	1	92.87	92.87	4	10	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
21507	1	106.43	106.43	4	16	utilidades_domesticas	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21508	1	111.12	111.12	5	2	cool_stuff	REGULAR	NEW	2026-05-15 15:13:42.783
21509	1	351.18	351.18	2	6	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21510	1	78.10	78.10	4	17	fashion_bolsas_e_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21511	1	249.94	249.94	4	15	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21512	1	115.45	115.45	3	16	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21513	1	377.42	377.42	1	15	cool_stuff	REGULAR	NEW	2026-05-15 15:13:42.783
21514	1	162.83	162.83	5	5	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21515	1	96.32	96.32	2	NULL	eletroportateis	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21516	1	77.84	77.84	5	16	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21517	1	41.76	41.76	5	8	utilidades_domesticas	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21518	1	62.01	62.01	5	15	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21519	1	62.17	62.17	5	6	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21520	1	60.75	60.75	2	12	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21521	1	85.15	85.15	5	7	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
21522	1	165.28	165.28	4	13	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21523	1	97.74	97.74	5	13	fashion_bolsas_e_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21524	1	38.79	38.79	5	13	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21525	1	169.07	169.07	4	10	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21526	1	39.62	39.62	5	10	market_place	REGULAR	NEW	2026-05-15 15:13:42.783
21527	1	131.16	131.16	1	27	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21528	1	112.53	112.53	4	9	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21529	1	217.00	217.00	3	12	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21530	1	40.09	40.09	5	12	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21531	1	117.46	117.46	1	20	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21532	1	177.67	177.67	4	14	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21533	1	62.69	62.69	5	12	eletrodomesticos	REGULAR	NEW	2026-05-15 15:13:42.783
21534	1	665.88	665.88	5	9	relogios_presentes	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21535	1	389.31	389.31	5	15	moveis_sala	REGULAR	NEW	2026-05-15 15:13:42.783
21536	1	62.01	62.01	5	4	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21537	1	76.56	76.56	5	2	agro_industria_e_comercio	REGULAR	NEW	2026-05-15 15:13:42.783
21538	1	183.58	183.58	4	3	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21539	1	108.21	108.21	5	7	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21540	1	137.06	137.06	1	NULL	NULL	REGULAR	NEW	2026-05-15 15:13:42.783
21541	1	219.54	219.54	4	13	moveis_decoracao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21542	1	73.05	73.05	5	10	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
21543	1	92.19	92.19	3	13	casa_conforto	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21544	1	127.31	127.31	5	5	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21545	1	183.85	183.85	1	19	fashion_roupa_masculina	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21546	1	147.64	147.64	4	19	cool_stuff	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21547	1	210.81	210.81	5	17	bebes	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21548	1	109.64	109.64	5	8	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21549	1	163.69	163.69	5	6	automotivo	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21550	1	70.70	70.70	3	30	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21551	1	67.78	67.78	5	5	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21552	1	56.50	56.50	5	8	bebidas	REGULAR	NEW	2026-05-15 15:13:42.783
21553	1	195.11	195.11	5	4	automotivo	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21554	2	125.54	62.77	4	5.5	beleza_saude	AT_RISK	REGULAR	2026-05-15 15:13:42.783
21555	1	48.09	48.09	0	13	market_place	REGULAR	NEW	2026-05-15 15:13:42.783
21556	1	92.57	92.57	5	11	papelaria	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21557	1	233.95	233.95	5	15	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21558	1	45.29	45.29	0	13	consoles_games	REGULAR	NEW	2026-05-15 15:13:42.783
21559	1	90.48	90.48	1	16	construcao_ferramentas_jardim	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21560	1	119.19	119.19	5	5	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21561	1	263.18	263.18	5	11	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21562	1	56.88	56.88	5	6	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21563	1	20.29	20.29	4	2	eletronicos	REGULAR	NEW	2026-05-15 15:13:42.783
21564	1	207.12	207.12	5	7	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21565	1	102.85	102.85	5	6	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21566	1	50.09	50.09	3	9	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21567	1	112.71	112.71	4	20	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21568	1	148.47	148.47	5	14	brinquedos	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21569	1	271.38	271.38	4	27	moveis_escritorio	REGULAR	NEW	2026-05-15 15:13:42.783
21570	1	36.46	36.46	4	17	papelaria	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21571	1	114.91	114.91	5	7	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21572	1	65.11	65.11	4	12	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21573	1	244.60	244.60	2	7	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21574	1	230.75	230.75	5	17	moveis_quarto	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21575	1	856.89	856.89	4	16	eletrodomesticos_2	REGULAR	NEW	2026-05-15 15:13:42.783
21576	1	52.78	52.78	1	9	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21577	1	116.94	116.94	4	26	brinquedos	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21578	1	165.96	165.96	5	7	moveis_decoracao	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21579	1	105.29	105.29	2	16	pet_shop	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21580	2	198.81	99.41	4	13	alimentos_bebidas	CHAMPIONS	REGULAR	2026-05-15 15:13:42.783
21581	1	66.60	66.60	3	16	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
21582	1	87.58	87.58	5	22	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
21583	1	127.92	127.92	5	10	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21584	1	137.08	137.08	5	9	brinquedos	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21585	1	72.45	72.45	5	13	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21586	1	84.19	84.19	4	12	automotivo	REGULAR	NEW	2026-05-15 15:13:42.783
21587	1	23.19	23.19	4	7	audio	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21588	1	104.76	104.76	5	2	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21589	1	62.50	62.50	4	19	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21590	1	61.05	61.05	5	18	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21591	1	103.13	103.13	5	7	artes	REGULAR	NEW	2026-05-15 15:13:42.783
21592	1	32.79	32.79	3	9	esporte_lazer	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21593	1	105.80	105.80	5	17	utilidades_domesticas	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21594	1	154.35	154.35	5	25	livros_tecnicos	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21595	1	566.29	566.29	5	5	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21596	1	87.27	87.27	5	6	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21597	1	1942.60	1942.60	4	21	automotivo	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21598	1	230.75	230.75	1	17	moveis_quarto	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21599	1	142.54	142.54	5	9	fashion_bolsas_e_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21600	1	65.71	65.71	2	17	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21601	1	44.24	44.24	5	5	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21602	1	37.76	37.76	1	8	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21603	1	116.94	116.94	5	11	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21604	1	87.20	87.20	1	6	eletroportateis	REGULAR	NEW	2026-05-15 15:13:42.783
21605	2	317.12	158.56	4	11	bebes	AT_RISK	REGULAR	2026-05-15 15:13:42.783
21606	1	111.20	111.20	4	14	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21607	1	55.85	55.85	2	9	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21608	1	344.70	344.70	5	26	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21609	1	90.43	90.43	4	5	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21610	1	90.27	90.27	4	20	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21611	1	1426.81	1426.81	1	NULL	esporte_lazer	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21612	1	83.73	83.73	5	6	construcao_ferramentas_construcao	REGULAR	NEW	2026-05-15 15:13:42.783
21613	1	54.51	54.51	5	6	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21614	2	89.63	44.82	4.5	16.5	eletrodomesticos	LOYAL_CUSTOMERS	REGULAR	2026-05-15 15:13:42.783
21615	1	34.43	34.43	3	14	pet_shop	REGULAR	NEW	2026-05-15 15:13:42.783
21616	1	62.01	62.01	5	14	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21617	1	71.53	71.53	5	18	ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21618	1	68.12	68.12	5	13	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21619	1	51.05	51.05	4	25	market_place	REGULAR	NEW	2026-05-15 15:13:42.783
21620	1	48.69	48.69	1	NULL	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21621	1	209.40	209.40	1	28	informatica_acessorios	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21622	1	139.86	139.86	5	7	pet_shop	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21623	1	288.38	288.38	2	21	malas_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21624	1	117.82	117.82	2	11	informatica_acessorios	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21625	1	67.83	67.83	1	28	brinquedos	REGULAR	NEW	2026-05-15 15:13:42.783
21626	1	131.38	131.38	5	4	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21627	1	314.21	314.21	5	5	eletroportateis	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21628	1	135.16	135.16	2	25	cama_mesa_banho	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21629	1	77.59	77.59	5	5	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21630	1	766.32	766.32	5	7	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21631	1	73.96	73.96	4	8	bebes	REGULAR	NEW	2026-05-15 15:13:42.783
21632	1	117.53	117.53	5	7	cool_stuff	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21633	1	48.71	48.71	5	5	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21634	1	40.86	40.86	1	11	moveis_decoracao	REGULAR	NEW	2026-05-15 15:13:42.783
21635	1	146.23	146.23	5	16	beleza_saude	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21636	1	21.38	21.38	5	2	perfumaria	REGULAR	NEW	2026-05-15 15:13:42.783
21637	1	347.84	347.84	5	8	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21638	1	88.16	88.16	4	13	cama_mesa_banho	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21639	1	111.23	111.23	4	12	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21640	1	154.14	154.14	5	12	consoles_games	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21641	1	27.39	27.39	5	3	telefonia	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21642	1	48.21	48.21	5	7	beleza_saude	LOST_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21643	1	35.40	35.40	5	17	fashion_bolsas_e_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21644	1	115.64	115.64	5	19	pet_shop	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21645	1	52.18	52.18	1	38	beleza_saude	REGULAR	NEW	2026-05-15 15:13:42.783
21646	1	61.01	61.01	5	8	cama_mesa_banho	REGULAR	NEW	2026-05-15 15:13:42.783
21647	1	79.98	79.98	3	11	esporte_lazer	REGULAR	NEW	2026-05-15 15:13:42.783
21648	1	80.67	80.67	4	23	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21649	1	207.57	207.57	4	8	esporte_lazer	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21650	2	108.38	54.19	5	8.5	beleza_saude	AT_RISK	REGULAR	2026-05-15 15:13:42.783
21651	1	66.63	66.63	5	10	relogios_presentes	REGULAR	NEW	2026-05-15 15:13:42.783
21652	2	501.03	250.52	5	5.5	relogios_presentes	AT_RISK	REGULAR	2026-05-15 15:13:42.783
21653	1	95.56	95.56	4	8	beleza_saude	LOYAL_CUSTOMERS	NEW	2026-05-15 15:13:42.783
21654	1	108.51	108.51	5	6	construcao_ferramentas_jardim	REGULAR	NEW	2026-05-15 15:13:42.783
21655	1	205.07	205.07	2	23	informatica_acessorios	CHAMPIONS	NEW	2026-05-15 15:13:42.783
21656	1	136.60	136.60	5	13	informatica_acessorios	REGULAR	NEW	2026-05-15 15:13:42.783
21657	1	108.68	108.68	5	13	utilidades_domesticas	REGULAR	NEW	2026-05-15 15:13:42.783
21658	1	28.73	28.73	1	44	eletrodomesticos	REGULAR	NEW	2026-05-15 15:13:42.783
21659	1	45.08	45.08	1	21	telefonia	REGULAR	NEW	2026-05-15 15:13:42.783
21660	2	506.23	253.12	5	13.5	moveis_decoracao	AT_RISK	REGULAR	2026-05-15 15:13:42.783
