order_item_sk	order_id	order_item_id	order_sk	customer_sk	product_sk	seller_sk	purchase_date_sk	shipping_limit_date_sk	item_price	freight_value	total_item_value	is_freight_free	high_value_item_flag	dwh_create_date
32142	49e7c284dac8e61eb27d5842576527ed	1	28357	47270	18717	1013	20180328	20180404	149.90	23.63	173.53	0	0	2026-05-13 13:55:12.650
32143	49e809b11c0445fb0229f28378d3d30d	1	28358	5703	9305	1536	20170719	20170731	179.99	45.73	225.72	0	0	2026-05-13 13:55:12.650
32144	49e84824ae503af008a7cc379ebab409	1	28359	4375	29814	1014	20180728	20180802	170.00	21.46	191.46	0	0	2026-05-13 13:55:12.650
32145	49e84824ae503af008a7cc379ebab409	2	28359	4375	29814	1014	20180728	20180802	170.00	21.46	191.46	0	0	2026-05-13 13:55:12.650
32146	49e86652f7ea8a48b2306abdd5aa5708	1	28360	83513	2896	1386	20180713	20180725	309.99	65.54	375.53	0	0	2026-05-13 13:55:12.650
32147	49e9a33958600b70cd7167fa011317ef	1	28361	217	15986	2313	20180204	20180212	89.90	18.93	108.83	0	0	2026-05-13 13:55:12.650
32148	49e9dc045f7315c4ad59cf9184f45914	1	28362	34014	2575	1467	20180727	20180801	104.90	19.92	124.82	0	0	2026-05-13 13:55:12.650
32149	49e9e78cdbec6c106e1958234d752ce4	1	28363	21616	30403	326	20171106	20171113	45.90	16.11	62.01	0	0	2026-05-13 13:55:12.650
32150	49ec6dcd0e22a1a2eb4657b5f02046da	1	28364	27982	23628	338	20180412	20180419	24.90	19.04	43.94	0	0	2026-05-13 13:55:12.650
32151	49ec9dd0000c7df85f49fa626edbae3a	1	28365	84587	27313	2313	20180820	20180822	108.90	57.53	166.43	0	0	2026-05-13 13:55:12.650
32152	49ecc452cab118ed8cea1ef76a3b3f95	1	28366	91111	8936	1366	20170322	20170328	29.50	14.52	44.02	0	0	2026-05-13 13:55:12.650
32153	49ed8238ac156a01d16ef8b89bc7f6be	1	28367	19523	25014	1831	20170710	20170718	69.90	17.74	87.64	0	0	2026-05-13 13:55:12.650
32154	49ef8c27301b117dac497090ecd4876d	1	28368	47911	18956	2238	20180412	20180418	1499.00	45.62	1544.62	0	1	2026-05-13 13:55:12.650
32155	49f02b4e9f14707b1cb78c09ecb89ed3	1	28369	87416	29534	122	20170425	20170503	69.90	24.21	94.11	0	0	2026-05-13 13:55:12.650
32156	49f0ab1be4dd7914c9fd7f8b0e7bab69	1	28370	51431	12342	2405	20180618	20180620	110.32	8.03	118.35	0	0	2026-05-13 13:55:12.650
32157	49f0bd432488ec2cc7a18c0c786b743f	1	28371	19472	22932	2626	20171211	20171217	25.00	8.72	33.72	0	0	2026-05-13 13:55:12.650
32158	49f0e82d2c3c46134f551799b3990bf9	1	28372	72044	26832	1236	20180802	20180806	49.00	18.44	67.44	0	0	2026-05-13 13:55:12.650
32159	49f3ca1235b168529decb2072cc26da8	1	28373	27962	2645	1076	20171126	20171130	37.90	15.10	53.00	0	0	2026-05-13 13:55:12.650
32160	49f3e0aebd23234fa195ebbcb8687171	1	28374	3053	2502	1657	20170911	20170918	105.00	14.94	119.94	0	0	2026-05-13 13:55:12.650
32161	49f44536aa73471aee96794e10af4261	1	28375	86091	23659	948	20180116	20180126	67.50	15.22	82.72	0	0	2026-05-13 13:55:12.650
32162	49f62326ab0dc444db19abf56861df10	1	28376	34499	7853	1506	20180507	20180511	89.99	19.60	109.59	0	0	2026-05-13 13:55:12.650
32163	49f6f4d206c26f0d3ac78e343ac619d7	1	28377	57125	3878	1917	20170509	20170515	59.33	17.70	77.03	0	0	2026-05-13 13:55:12.650
32164	49f70b872d93bbd22ed87d7fe40f4d17	1	28378	23179	11447	178	20180507	20180518	19.90	15.23	35.13	0	0	2026-05-13 13:55:12.650
32165	49f879aa078787ff9ca5e831515407b9	1	28379	1516	19594	1413	20170825	20170831	50.00	16.79	66.79	0	0	2026-05-13 13:55:12.650
32166	49f879aa078787ff9ca5e831515407b9	2	28379	1516	19594	1413	20170825	20170831	50.00	16.79	66.79	0	0	2026-05-13 13:55:12.650
32167	49f8e57dab902b9449d246e4cd6757d8	1	28380	24714	31829	1592	20180326	20180330	149.90	18.93	168.83	0	0	2026-05-13 13:55:12.650
32168	49fa096844c2241fc5db183cc11bd550	1	28381	60786	2795	2482	20180215	20180226	23.99	7.78	31.77	0	0	2026-05-13 13:55:12.650
32169	49fa1c392707716cd5d12cc1c7c65c15	1	28382	65353	20847	416	20170522	20170526	45.90	41.76	87.66	0	0	2026-05-13 13:55:12.650
32170	49fa1c392707716cd5d12cc1c7c65c15	2	28382	65353	11321	416	20170522	20170526	99.90	73.08	172.98	0	0	2026-05-13 13:55:12.650
32171	49fb77247e87be7891af41f66d899673	1	28383	70596	13503	2086	20180429	20180504	105.00	9.09	114.09	0	0	2026-05-13 13:55:12.650
32172	49fbc3c1f03239747c8bd082a5695d3b	1	28384	9259	25538	2549	20170426	20170517	31.90	15.56	47.46	0	0	2026-05-13 13:55:12.650
32173	49fd347705840c689965d81ae7f2b415	1	28385	31431	13723	2549	20170405	20170426	72.90	11.12	84.02	0	0	2026-05-13 13:55:12.650
32174	49fd347705840c689965d81ae7f2b415	2	28385	31431	13723	2549	20170405	20170426	72.90	11.12	84.02	0	0	2026-05-13 13:55:12.650
32175	49fd5cd566e1e24b0c403afb8996728a	1	28386	84925	16193	572	20180709	20180712	34.90	14.55	49.45	0	0	2026-05-13 13:55:12.650
32176	49fd840f83db20dfb9558764aee35a33	1	28387	60942	26123	1591	20171124	20171130	99.90	17.20	117.10	0	0	2026-05-13 13:55:12.650
32177	49fd840f83db20dfb9558764aee35a33	2	28387	60942	19907	1591	20171124	20171130	99.90	17.20	117.10	0	0	2026-05-13 13:55:12.650
32178	49fde3867303e9ee8b2b2fb6c657636e	1	28388	20289	24614	1989	20170724	20170728	49.90	15.10	65.00	0	0	2026-05-13 13:55:12.650
32179	49fdf5b0134c7c1445f6bbf018beaf1c	1	28389	92330	28770	1939	20180106	20180111	39.00	14.10	53.10	0	0	2026-05-13 13:55:12.650
32180	49fe48be474d1436868ce63799d879ad	1	28390	70718	25743	2992	20180429	20180504	21.70	13.47	35.17	0	0	2026-05-13 13:55:12.650
32181	49feda914c01f29c2cfdf7708278752e	1	28391	84293	19100	2738	20180625	20180702	525.00	55.90	580.90	0	1	2026-05-13 13:55:12.650
32182	49ff8304edbadc5f8fa18d2cd94315d2	1	28392	64856	8685	1589	20171111	20171117	58.90	21.25	80.15	0	0	2026-05-13 13:55:12.650
32183	4a0022b7c6eacca832d731731402f5c9	1	28393	92246	11743	589	20180227	20180305	49.90	15.10	65.00	0	0	2026-05-13 13:55:12.650
32184	4a01c3bf3597e6cd8030ee3dc7311e14	1	28394	46539	14679	882	20171226	20180103	89.90	17.88	107.78	0	0	2026-05-13 13:55:12.650
32185	4a0217620e6f7eeca8f035dbbd03a174	1	28395	61689	3101	844	20180604	20180612	219.99	35.08	255.07	0	0	2026-05-13 13:55:12.650
32186	4a02bc45b72b95ce8a16efd46f2e1e47	1	28396	51867	11443	1825	20180325	20180329	45.00	8.88	53.88	0	0	2026-05-13 13:55:12.650
32187	4a02e985c7239d866a632f07ed20d9c0	1	28397	29483	19558	1372	20171005	20171011	39.90	8.72	48.62	0	0	2026-05-13 13:55:12.650
32188	4a03ac27b6a5ba3e30014433ff93cb80	1	28398	38222	657	199	20170925	20170929	85.90	16.36	102.26	0	0	2026-05-13 13:55:12.650
32189	4a0401b9ac45b7c8c801fe5db8855bff	1	28399	73641	31536	1639	20170207	20170211	241.10	33.43	274.53	0	0	2026-05-13 13:55:12.650
32190	4a0401b9ac45b7c8c801fe5db8855bff	2	28399	73641	10377	1639	20170207	20170211	143.80	23.00	166.80	0	0	2026-05-13 13:55:12.650
32191	4a0436180e98ee8a37cef37e46e84646	1	28400	48863	3445	858	20171023	20171031	619.00	19.08	638.08	0	1	2026-05-13 13:55:12.650
32192	4a04b801500a7b7f5dbaefe223e00338	1	28401	44910	18491	2310	20170724	20170803	94.00	17.91	111.91	0	0	2026-05-13 13:55:12.650
32193	4a0631db2a41a97552aeba43bb156b08	1	28402	21574	1481	696	20171229	20180105	185.00	45.75	230.75	0	0	2026-05-13 13:55:12.650
32194	4a0746838da42155bfc10fe57284b734	1	28403	10045	15579	193	20180731	20180808	230.00	26.59	256.59	0	0	2026-05-13 13:55:12.650
32195	4a083057db0623d0df1ef9dbaa64c2c0	1	28404	57912	364	1869	20180310	20180315	39.90	8.88	48.78	0	0	2026-05-13 13:55:12.650
32196	4a086aa623133c7141b0c9c6759c79ad	1	28405	88682	6483	1468	20170720	20170726	49.00	25.38	74.38	0	0	2026-05-13 13:55:12.650
32197	4a089edddf146578d90f7a7632e5a86e	1	28406	6579	31344	1641	20170619	20170623	15.90	16.79	32.69	0	0	2026-05-13 13:55:12.650
32198	4a08e5f6aea1c1f9b89d50c87a5f3d7a	1	28407	66879	9495	19	20180331	20180405	79.90	14.65	94.55	0	0	2026-05-13 13:55:12.650
32199	4a091a1ad464c668b5e9570bab388148	1	28408	12277	8106	1641	20170613	20170621	31.90	14.10	46.00	0	0	2026-05-13 13:55:12.650
32200	4a098cad947704b7e739e19a092e24de	1	28409	15117	6579	2819	20171203	20171207	179.49	18.51	198.00	0	0	2026-05-13 13:55:12.650
32201	4a0aef3a36c8f8f2d9500b15400ff513	1	28410	8396	5626	924	20170511	20170517	69.90	15.24	85.14	0	0	2026-05-13 13:55:12.650
32202	4a0b498204bb56ab863db1f1acd84288	1	28411	41296	6669	423	20170720	20170726	139.90	18.23	158.13	0	0	2026-05-13 13:55:12.650
32203	4a0b592d4d6082de8155698ca49c6345	1	28412	80417	16983	1543	20180723	20180725	25.00	10.94	35.94	0	0	2026-05-13 13:55:12.650
32204	4a0b592d4d6082de8155698ca49c6345	2	28412	80417	12504	1543	20180723	20180725	7.50	4.79	12.29	0	0	2026-05-13 13:55:12.650
32205	4a0b592d4d6082de8155698ca49c6345	3	28412	80417	12504	1543	20180723	20180725	7.50	4.79	12.29	0	0	2026-05-13 13:55:12.650
32206	4a0b592d4d6082de8155698ca49c6345	4	28412	80417	16983	1543	20180723	20180725	25.00	10.94	35.94	0	0	2026-05-13 13:55:12.650
32207	4a0c442614599b83a064e2889049712c	1	28413	94672	3844	2147	20171002	20171008	54.90	9.34	64.24	0	0	2026-05-13 13:55:12.650
32208	4a0d967d4e5675eeabeef5ed2d185520	1	28415	3444	26641	924	20170614	20170621	69.90	20.98	90.88	0	0	2026-05-13 13:55:12.650
32209	4a0def7a91395d10ccf5aef87e5ecc61	1	28416	738	17220	1591	20180412	20180426	79.90	13.92	93.82	0	0	2026-05-13 13:55:12.650
32210	4a0e80769135f6a7ee952872fb2f7fc4	1	28417	78641	11439	2278	20180317	20180322	55.90	17.10	73.00	0	0	2026-05-13 13:55:12.650
32211	4a0ecd7c37432ea5916a1f36f7c402de	1	28418	47371	615	598	20180318	20180323	66.89	7.39	74.28	0	0	2026-05-13 13:55:12.650
32212	4a0f0a7c16096033ba5a3ca364bed42e	1	28419	24581	27441	1105	20180218	20180306	38.97	12.69	51.66	0	0	2026-05-13 13:55:12.650
32213	4a0f21a285e2769e21ddc01161c7a6bf	1	28420	45961	21784	3027	20170529	20170602	39.90	7.78	47.68	0	0	2026-05-13 13:55:12.650
32214	4a0f8f97e0cf162aee2d786a0182b3a3	1	28421	21790	26632	1413	20180416	20180423	57.99	22.12	80.11	0	0	2026-05-13 13:55:12.650
32215	4a110536f892fd4dd11c3c74dada0d1a	1	28422	49368	26532	629	20170301	20170307	240.35	18.52	258.87	0	0	2026-05-13 13:55:12.650
32216	4a111e830982efaa7fcd45ff081543ec	1	28423	67860	25585	653	20170915	20170925	165.99	17.87	183.86	0	0	2026-05-13 13:55:12.650
32217	4a1340ea38a829e0ea96cd19d7a0f951	1	28424	23388	7365	369	20180121	20180126	49.90	13.37	63.27	0	0	2026-05-13 13:55:12.650
32218	4a1469ade7319bd8ba134c98ee7f0c8f	1	28425	4436	4864	1199	20180204	20180208	199.90	38.95	238.85	0	0	2026-05-13 13:55:12.650
32219	4a14973ad9560660e3962ba5efc1ffaa	1	28426	36553	31091	990	20180729	20180803	369.00	25.73	394.73	0	0	2026-05-13 13:55:12.650
32220	4a14b4a65e7946cfa68ad61507ad3023	1	28427	57129	30580	1375	20170522	20170526	79.00	16.31	95.31	0	0	2026-05-13 13:55:12.650
32221	4a14e50e1d032b0fa7809a49f285bfae	1	28428	78417	616	858	20180312	20180316	179.00	19.13	198.13	0	0	2026-05-13 13:55:12.650
32222	4a15263dd8da51ee9b6c6ed9fa843ee9	1	28429	30638	26352	26	20180516	20180521	99.00	27.24	126.24	0	0	2026-05-13 13:55:12.650
32223	4a15babdb3e9f7216ea0fa4ab6b5ba8e	1	28430	27266	31168	774	20180216	20180223	395.00	11.58	406.58	0	0	2026-05-13 13:55:12.650
32224	4a16403a2f6d6324c545f6b70581c2c9	1	28431	20890	8838	416	20180111	20180118	10.90	11.85	22.75	0	0	2026-05-13 13:55:12.650
32225	4a17b2645f4598da6cdcd43f785b9b1f	1	28432	65424	11332	1307	20180822	20180827	59.90	8.58	68.48	0	0	2026-05-13 13:55:12.650
32226	4a1858ee1b9863a7a8d72174e32a9d24	1	28433	28633	28177	2837	20180222	20180228	29.98	7.78	37.76	0	0	2026-05-13 13:55:12.650
32227	4a185cdda75ec3cc9261553a59e7cfc7	1	28434	71593	8052	2690	20180313	20180319	149.90	25.18	175.08	0	0	2026-05-13 13:55:12.650
32228	4a1a527ff317ce92a076fa6aed06508d	1	28435	25295	24593	1225	20171124	20171130	43.80	11.85	55.65	0	0	2026-05-13 13:55:12.650
32229	4a1b2eddbc026752feeb5bdc37943b0d	1	28436	22175	24566	2549	20180809	20180815	34.90	13.82	48.72	0	0	2026-05-13 13:55:12.650
32230	4a1c1edef82d76596ea0209327be3ff5	1	28437	94260	4275	2482	20170918	20170929	56.99	8.72	65.71	0	0	2026-05-13 13:55:12.650
32231	4a1c3a5476f1ec2b160b6ccd4e8d8719	1	28438	9480	32169	1536	20170921	20171003	44.99	27.73	72.72	0	0	2026-05-13 13:55:12.650
32232	4a1c3a5476f1ec2b160b6ccd4e8d8719	2	28438	9480	32169	1536	20170921	20171003	44.99	27.73	72.72	0	0	2026-05-13 13:55:12.650
32233	4a1c3a5476f1ec2b160b6ccd4e8d8719	3	28438	9480	32169	1536	20170921	20171003	44.99	27.73	72.72	0	0	2026-05-13 13:55:12.650
32234	4a1c3af89657b2177e85765d4390ef46	1	28439	52204	9104	1336	20180402	20180408	59.90	14.51	74.41	0	0	2026-05-13 13:55:12.650
32235	4a1c3af89657b2177e85765d4390ef46	2	28439	52204	9104	1336	20180402	20180408	59.90	14.51	74.41	0	0	2026-05-13 13:55:12.650
32236	4a1cdb6acae789b7687bf12c6441949b	1	28441	68617	30752	924	20180504	20180514	69.90	18.37	88.27	0	0	2026-05-13 13:55:12.650
32237	4a1e1c50a0cbfcab27c770fa8e92545e	1	28442	89667	24284	1536	20180625	20180709	139.94	36.21	176.15	0	0	2026-05-13 13:55:12.650
32238	4a1ea52e0dfcd2d974464a1cb86cfbf2	1	28443	7367	24088	840	20170318	20170322	104.87	18.16	123.03	0	0	2026-05-13 13:55:12.650
32239	4a1f80ceda1b97b97de2f26670316ab8	1	28444	62913	22316	1831	20171205	20171215	49.90	17.92	67.82	0	0	2026-05-13 13:55:12.650
32240	4a202e4c5b6dfa7f2f5f18c5d760b837	1	28445	43237	31611	2664	20171107	20171120	77.68	16.30	93.98	0	0	2026-05-13 13:55:12.650
32241	4a202f407d179ddfd8b58bba11a48809	1	28446	18219	8709	1591	20180626	20180629	99.90	38.97	138.87	0	0	2026-05-13 13:55:12.650
32242	4a2044944160f020bea094d2da430b0a	1	28447	63424	24479	3065	20180602	20180611	166.00	19.85	185.85	0	0	2026-05-13 13:55:12.650
32243	4a2098244c1910e8e9e9251e2e5faa2b	1	28448	83858	10514	1709	20180103	20180109	21.90	14.10	36.00	0	0	2026-05-13 13:55:12.650
32244	4a2098244c1910e8e9e9251e2e5faa2b	2	28448	83858	10514	1709	20180103	20180109	21.90	14.10	36.00	0	0	2026-05-13 13:55:12.650
32245	4a20c9e5a8d128dd0b48766a6790a2f3	1	28449	32436	26441	2819	20180112	20180122	47.49	16.11	63.60	0	0	2026-05-13 13:55:12.650
32246	4a21e3eb07861993fbaae74314b0d224	1	28450	16293	32628	1762	20180722	20180727	1389.99	82.48	1472.47	0	1	2026-05-13 13:55:12.650
32247	4a22d7fffa310ede6345ad13229d1e97	1	28451	34665	5361	732	20171226	20180102	125.00	27.42	152.42	0	0	2026-05-13 13:55:12.650
32248	4a23fbea65fe9c7d1163141340436ca0	1	28452	53562	12341	1570	20180809	20180815	244.99	20.91	265.90	0	0	2026-05-13 13:55:12.650
32249	4a2415018bd75fb37bb24471baa6364a	1	28453	49339	25636	698	20170909	20170918	145.99	21.51	167.50	0	0	2026-05-13 13:55:12.650
32250	4a24776627df4bc781c16431b844580b	1	28454	87887	240	712	20171218	20171227	99.90	9.91	109.81	0	0	2026-05-13 13:55:12.650
32251	4a27c106139f0804241485daa3def0e3	1	28455	41363	10884	2587	20180506	20180514	196.00	25.50	221.50	0	0	2026-05-13 13:55:12.650
32252	4a285271de93865d4865f3cb399ec41c	1	28456	12406	21916	3085	20170418	20170425	849.00	20.11	869.11	0	1	2026-05-13 13:55:12.650
32253	4a2882a91107820eb25a65e0190575b0	1	28457	8961	29898	894	20180709	20180711	134.90	10.07	144.97	0	0	2026-05-13 13:55:12.650
32254	4a28fe31d1808616ef3925084765c8b3	1	28458	89183	13096	2198	20180313	20180320	19.99	10.50	30.49	0	0	2026-05-13 13:55:12.650
32255	4a28fe31d1808616ef3925084765c8b3	2	28458	89183	13096	2198	20180313	20180320	19.99	10.50	30.49	0	0	2026-05-13 13:55:12.650
32256	4a29a61983d3ffb4f13646aa9ee9aab6	1	28459	29026	3267	1641	20180310	20180323	31.90	13.47	45.37	0	0	2026-05-13 13:55:12.650
32257	4a2a03eba693b69ec224283b56ee486e	1	28460	39057	21511	3080	20180302	20180308	99.00	13.25	112.25	0	0	2026-05-13 13:55:12.650
32258	4a2c053de460d64372361385b38bdb24	1	28461	32938	31927	398	20180721	20180801	79.90	21.70	101.60	0	0	2026-05-13 13:55:12.650
32259	4a2c053de460d64372361385b38bdb24	2	28461	32938	24268	398	20180721	20180801	119.85	21.69	141.54	0	0	2026-05-13 13:55:12.650
32260	4a2cfbf52ca16ac6eb7855b3a93ca4d9	1	28462	76533	25546	1639	20170525	20170601	69.00	19.72	88.72	0	0	2026-05-13 13:55:12.650
32261	4a2d2e4b9b76f135b1e266f10d8de0ac	1	28463	48790	8799	2559	20180204	20180212	489.90	22.31	512.21	0	0	2026-05-13 13:55:12.650
32262	4a2e9754d61d7f8f0b41fec143e166e4	1	28464	49490	30667	2452	20170528	20170613	29.75	13.06	42.81	0	0	2026-05-13 13:55:12.650
32263	4a2e9754d61d7f8f0b41fec143e166e4	2	28464	49490	10719	2452	20170528	20170613	65.00	20.24	85.24	0	0	2026-05-13 13:55:12.650
32264	4a30a8067bca018fab5817eb471ac44f	1	28465	50856	5215	3006	20180222	20180301	20.90	25.63	46.53	0	0	2026-05-13 13:55:12.650
32265	4a30b23df08e6525271a2b1fdab7cce7	1	28466	44395	20538	2549	20170821	20170825	47.90	12.69	60.59	0	0	2026-05-13 13:55:12.650
32266	4a30b23df08e6525271a2b1fdab7cce7	2	28466	44395	20538	2549	20170821	20170825	47.90	12.69	60.59	0	0	2026-05-13 13:55:12.650
32267	4a314795304cb8de1e5e3f7956e2765f	1	28467	33416	15013	858	20180730	20180802	119.90	18.94	138.84	0	0	2026-05-13 13:55:12.650
32268	4a335c9b6c47353962fc6f0b1911eb03	1	28468	71079	27684	1927	20170618	20170622	167.99	16.94	184.93	0	0	2026-05-13 13:55:12.650
32269	4a34792ebbc108e28a7d9cc2332ed0e1	1	28469	32862	21071	131	20170619	20170628	39.99	15.79	55.78	0	0	2026-05-13 13:55:12.650
32270	4a34aa679137ec3d1b3ad0c4c8b7a7e5	1	28470	28550	27040	1955	20180316	20180322	129.00	65.89	194.89	0	0	2026-05-13 13:55:12.650
32271	4a34ebaf9dad918de4b5201d02bd7289	1	28471	49454	30679	10	20171203	20171207	140.00	25.50	165.50	0	0	2026-05-13 13:55:12.650
32272	4a35349fd1d8617da52d19a95fcd95e8	1	28472	64792	412	2837	20180307	20180313	44.99	19.04	64.03	0	0	2026-05-13 13:55:12.650
32273	4a359800ff0688de3eabc92972987238	1	28473	10594	7611	1681	20180507	20180511	46.00	7.87	53.87	0	0	2026-05-13 13:55:12.650
32274	4a361afb3224a82115cdd08fb60b0528	1	28474	58280	30882	2837	20180619	20180622	19.69	7.40	27.09	0	0	2026-05-13 13:55:12.650
32275	4a366e6974586cb4b230d85c8ca77186	1	28475	23065	14557	2274	20180415	20180419	129.99	26.96	156.95	0	0	2026-05-13 13:55:12.650
32276	4a36f21a19a956cd848e968d56be9b58	1	28476	18246	15603	1025	20170828	20170904	159.99	41.07	201.06	0	0	2026-05-13 13:55:12.650
32277	4a3798db024e5f7ec925bd803ec5567c	1	28477	42416	7703	2549	20180708	20180730	79.90	13.22	93.12	0	0	2026-05-13 13:55:12.650
32278	4a3798db024e5f7ec925bd803ec5567c	2	28477	42416	7703	2549	20180708	20180730	79.90	13.22	93.12	0	0	2026-05-13 13:55:12.650
32279	4a3810dd72f7bd6972e0c9eda2923446	1	28478	30308	11043	2896	20171023	20171030	60.00	11.92	71.92	0	0	2026-05-13 13:55:12.650
32280	4a3848a973c57b3f244f9a2433b43a0f	1	28479	53915	23074	323	20171024	20171031	27.93	8.72	36.65	0	0	2026-05-13 13:55:12.650
32281	4a385052190a8e86f56e617e88b824e5	1	28480	86925	15631	629	20170327	20170331	580.27	22.76	603.03	0	1	2026-05-13 13:55:12.650
32282	4a38745716bb4884b76fd3a12ad5cdd2	1	28481	88173	20893	2730	20170620	20170626	79.90	7.81	87.71	0	0	2026-05-13 13:55:12.650
32283	4a38976a0eb800c5bd065b4e172b0450	1	28482	24173	4224	152	20180111	20180117	129.90	13.25	143.15	0	0	2026-05-13 13:55:12.650
32284	4a39a614e7c288237aa03883c20965db	1	28483	71301	18382	397	20180625	20180628	48.99	13.00	61.99	0	0	2026-05-13 13:55:12.650
32285	4a3b3a1333c6468be0917515b6253108	1	28484	66147	7788	273	20170801	20170808	48.04	20.84	68.88	0	0	2026-05-13 13:55:12.650
32286	4a3b5641ebdc66e5c3c2a2d2e6633587	1	28485	42633	27657	2618	20170801	20170807	19.90	11.85	31.75	0	0	2026-05-13 13:55:12.650
32287	4a3c2e7b734aa3f1d81ab508964e0824	1	28486	75673	20205	323	20180302	20180308	19.95	14.10	34.05	0	0	2026-05-13 13:55:12.650
32288	4a3c3165d36ab4ae894bebc33c199af9	1	28487	7211	27565	3027	20170324	20170329	34.90	10.96	45.86	0	0	2026-05-13 13:55:12.650
32289	4a3e33350d1fd4eace1585032a97ee06	1	28488	79369	15847	1894	20180805	20180821	106.99	15.06	122.05	0	0	2026-05-13 13:55:12.650
32290	4a422e8c9f64de121752b33d4571f783	1	28489	84235	8052	2690	20180219	20180223	149.90	14.20	164.10	0	0	2026-05-13 13:55:12.650
32291	4a423ddd436e4f40476f60caabd02d13	1	28490	73470	7625	2098	20171110	20171116	130.00	20.15	150.15	0	0	2026-05-13 13:55:12.650
32292	4a43d3c22320336cee933c3b90a9e55b	1	28492	57308	27942	2729	20180624	20180627	79.00	27.50	106.50	0	0	2026-05-13 13:55:12.650
32293	4a444b385541349263bc8ab5a26a54c4	1	28493	47075	23402	2819	20170815	20170822	49.89	11.85	61.74	0	0	2026-05-13 13:55:12.650
32294	4a44baef6fa5092959174a04ff7ddc42	1	28494	19805	27061	247	20180426	20180504	139.90	15.89	155.79	0	0	2026-05-13 13:55:12.650
32295	4a44bde077699b5d6718fd30e34c0b90	1	28495	41125	32752	2515	20171220	20180109	199.90	21.89	221.79	0	0	2026-05-13 13:55:12.650
32296	4a44cc6468fbb1828cca8e10440a6ac9	1	28496	55300	29514	1670	20180501	20180507	79.90	13.68	93.58	0	0	2026-05-13 13:55:12.650
32297	4a45f9f66971302cf881ecfa142f42ba	1	28498	18862	5079	285	20171223	20171229	80.00	16.32	96.32	0	0	2026-05-13 13:55:12.650
32298	4a46aca9ae0f89326ddb4bd7dfd041a1	1	28499	44346	27112	2577	20170326	20170330	169.99	24.18	194.17	0	0	2026-05-13 13:55:12.650
32299	4a46b5e1fafd4a6ab3f773494ba1b331	1	28500	47404	21166	1639	20180129	20180202	117.30	14.43	131.73	0	0	2026-05-13 13:55:12.650
32300	4a473906f11c8fe0749d47d07c24d13f	1	28501	79170	3472	2644	20180219	20180223	79.90	9.77	89.67	0	0	2026-05-13 13:55:12.650
32301	4a473906f11c8fe0749d47d07c24d13f	2	28501	79170	23767	2644	20180219	20180223	79.90	9.77	89.67	0	0	2026-05-13 13:55:12.650
32302	4a47b1dd5336773ce156b344b1f2aff0	1	28502	16015	21234	1372	20180515	20180520	14.90	7.39	22.29	0	0	2026-05-13 13:55:12.650
32303	4a4802e33f88a8787ccc4cb998f416ac	1	28503	69001	569	1654	20170815	20170821	29.99	16.11	46.10	0	0	2026-05-13 13:55:12.650
32304	4a484c46ae5f093eca638e3c55d3dbc2	1	28504	7907	2264	821	20170206	20170210	238.90	16.93	255.83	0	0	2026-05-13 13:55:12.650
32305	4a48b339cd870c3d677d9a5a5afd352d	1	28505	77825	3611	2644	20180109	20180116	99.90	13.72	113.62	0	0	2026-05-13 13:55:12.650
32306	4a49f0eb11c5d69be2aec70f0368cb90	1	28506	22981	4475	2449	20171101	20171108	65.00	8.72	73.72	0	0	2026-05-13 13:55:12.650
32307	4a4b366c2487504cd4962ab3fe4bc8fa	1	28507	90237	8716	475	20180406	20180412	29.70	16.32	46.02	0	0	2026-05-13 13:55:12.650
32308	4a4bf6614444d2e3a7c20a87106ddc97	1	28508	81689	3970	2005	20171130	20171207	79.90	13.58	93.48	0	0	2026-05-13 13:55:12.650
32309	4a4c236dd0a477add66133368e7fcde8	1	28509	71589	30495	1092	20180211	20180215	265.00	39.69	304.69	0	0	2026-05-13 13:55:12.650
32310	4a4c3e1ff92b16c0ecf770b504693a88	1	28510	69994	1092	1236	20180114	20180122	39.00	15.10	54.10	0	0	2026-05-13 13:55:12.650
32311	4a4c61548dc56e17085376dffdec5d8b	1	28511	8873	31302	2987	20171224	20180103	44.79	16.11	60.90	0	0	2026-05-13 13:55:12.650
32312	4a4c6f9e81a1b6f7f8512a987f9fc7e7	1	28512	47542	25634	754	20171018	20171024	139.00	21.37	160.37	0	0	2026-05-13 13:55:12.650
32313	4a4d085561af094aeffaeb7fdaeac8ac	1	28513	67812	10917	732	20171020	20171026	99.00	38.24	137.24	0	0	2026-05-13 13:55:12.650
32314	4a4ded48a84c0cee9a190dd22ce96866	1	28514	34854	2357	2672	20171228	20180105	69.90	16.25	86.15	0	0	2026-05-13 13:55:12.650
32315	4a4ed9ed7922304a569ed850baba99c6	1	28515	36431	8242	2628	20180308	20180314	14.90	18.23	33.13	0	0	2026-05-13 13:55:12.650
32316	4a500df6bccc8012825a767ea8d04a28	1	28516	4649	28756	2133	20171011	20171018	321.89	25.51	347.40	0	0	2026-05-13 13:55:12.650
32317	4a5106153eb1387d4a830fd751deabdb	1	28517	90258	3919	1225	20180521	20180523	32.00	15.23	47.23	0	0	2026-05-13 13:55:12.650
32318	4a514eb755fe5187e79bb4765ba82d51	1	28518	6432	19622	2644	20170403	20170413	79.90	13.14	93.04	0	0	2026-05-13 13:55:12.650
