order_sk	order_id	customer_sk	purchase_date_sk	order_status	total_items	total_item_amount	total_freight_amount	total_payment_amount	avg_review_score	is_delivered	delivery_days	estimated_delivery_days	is_delayed	delivery_delay_days	approval_days
12666	212259a50cb61f22d054f17b2ab6fa5e	75176	20180226	delivered	1	29.90	8.11	38.01	4	1	3	14	0	-11	11
12667	2122719f6fc72fba16b0b3001d539a7e	82061	20180116	delivered	1	5.99	14.10	20.09	1	1	21	21	1	0	25
12668	21235c5a99a117c776a72a4de3276027	618	20180514	delivered	1	82.76	26.66	109.42	4	1	10	21	0	-11	11
12669	212363bf0053733bdb8324a07cede4bc	4337	20170906	delivered	1	49.90	16.11	66.01	5	1	16	26	0	-10	10
12670	212399bb2189b8096965b199645d7d3d	40605	20180313	delivered	1	149.90	27.78	177.68	1	1	36	42	0	-6	10
12671	2124d1e1d8114cf8b7637b46d40ce9c2	34518	20171015	delivered	1	31.90	8.11	40.01	5	1	4	22	0	-18	22
12672	21253df3d4ac1cbd029b0d1961dc6a23	5307	20180211	delivered	1	99.99	29.10	129.09	1	1	15	45	0	-30	15
12673	212600c8b1f201e8bc92880516652523	4454	20171211	delivered	1	58.50	15.16	73.66	3	1	18	25	0	-7	13
12674	21264ae81b0f6ee6e1d2664ee10c51fc	92709	20180214	delivered	2	139.90	88.34	228.24	3	1	15	27	0	-12	15
12675	21265f499055fc933501ce3a66c1ef9a	11805	20171001	delivered	2	149.80	24.04	173.84	5	1	4	23	0	-19	17
12676	212754a30f758c661afd6430bc7841fc	63285	20180630	delivered	1	79.90	23.36	103.26	5	1	9	24	0	-15	14
12677	2128702318ecb84662d4a18d937c0c9d	19863	20180320	delivered	1	99.90	17.00	116.90	5	1	7	22	0	-15	1143
12678	212a9a21eb87489a105ca0a2aa67b72a	24219	20171124	delivered	1	58.99	28.81	87.80	4	1	12	34	0	-22	988
12679	212c15b59573b9d8f5237f680f1f4719	57963	20170809	delivered	1	64.90	23.11	88.01	2	1	6	21	0	-15	16
12680	212c76a2134c9695982fe8f004a57dc0	80980	20170419	delivered	2	98.00	32.10	130.10	5	1	16	26	0	-10	1529
12681	212ce4538533ab322ea417619c2f627d	86683	20170908	delivered	1	129.90	18.16	148.06	5	1	25	24	1	1	1323
12682	213014b043512462e21606eccb1a4aae	57057	20171201	delivered	3	119.70	23.34	143.04	3	1	2	18	0	-16	162
12683	213035a57f21a80992c9c577de9e5484	21954	20170809	delivered	1	42.90	16.11	59.01	4	1	5	26	0	-21	13
12684	2130488399245a8d0444111813b29d86	11317	20180622	delivered	1	190.00	19.43	209.43	3	1	21	33	0	-12	1485
12685	2130b83c315c16dd6afd6c742c6ae4a2	10270	20170929	delivered	1	810.00	54.69	864.69	5	1	19	35	0	-16	4681
12686	2130eb96d3ca108910e9afd32f4c7656	30748	20180809	delivered	1	118.90	18.93	137.83	5	1	6	20	0	-14	54
12687	2132578dc3560ff41c32c417821faead	9763	20180410	delivered	1	269.00	16.79	285.79	4	1	3	23	0	-20	9
12688	2132d7599832dd6bc845a7efd6f6d446	73158	20171116	delivered	1	99.00	15.44	114.44	4	1	9	22	0	-13	32
12689	213387d0c127ddbc06eda8fcfe0c6603	15472	20180731	delivered	1	39.90	29.03	68.93	4	1	6	8	0	-2	29
12690	2134d396310778467ccd627cd6c0e7fd	21236	20171112	delivered	1	69.90	16.25	86.15	5	1	10	22	0	-12	12
12691	21357c1f6313b781c9807522f57746cd	72034	20170201	delivered	1	159.99	17.55	177.54	5	1	6	41	0	-35	14
12692	21359e988a499d8217626005d16a61d6	74201	20180423	delivered	2	99.98	18.52	118.50	5	1	5	18	0	-13	1918
12693	2135bd317d81294f58211b548a783ca1	25626	20171126	delivered	1	179.90	15.01	194.91	4	1	8	22	0	-14	8
12694	21387c13929b880edc728f519f72f0ae	88913	20171202	delivered	1	69.90	11.99	81.89	5	1	10	27	0	-17	4011
12695	213a17bb373d57763822d78e40e7ca38	45653	20170421	delivered	1	13.90	14.52	28.42	4	1	24	38	0	-14	1448
12696	213a49cf987d92121b29d44bb96ec066	57182	20170614	delivered	1	56.90	17.65	74.55	5	1	9	23	0	-14	16
12697	213ad5719ed8d1e0192c3c129b76a34c	18242	20171128	delivered	1	79.99	15.31	95.30	5	1	16	22	0	-6	3318
12698	213b90d88023016a64a20f6f19d2aac7	86934	20180118	delivered	1	159.00	16.82	175.82	5	1	10	15	0	-5	8
12699	213d94bed720c45326d1fea2f7fc2b92	55623	20180723	delivered	1	610.00	24.91	634.91	5	1	4	14	0	-10	61
12700	213d9c7816af2997de34a27af083ae27	45226	20170604	delivered	1	119.90	23.71	143.61	4	1	10	26	0	-16	16
12701	213ede0c70c581ede2b365194da6d2fe	77514	20171003	delivered	1	99.00	41.08	140.08	4	1	7	24	0	-17	12
12702	213fa687a6a7d5d3cbcb1ac3ec9c5633	525	20171206	delivered	1	69.90	15.24	85.14	2	1	15	28	0	-13	1006
12703	2140193e2b0829d9e294a5b08560a497	19822	20180820	delivered	1	44.90	18.41	63.31	5	1	8	21	0	-13	130
12704	214026e389020b815048174316597274	73936	20180115	delivered	1	17.45	11.85	29.30	5	1	4	21	0	-17	228
12705	21403027f4ab40334345e1c8626a6a3c	74987	20171125	delivered	1	49.00	17.67	66.67	1	1	42	26	1	16	6
12706	2140d49aa405c7c344212e78351fef98	82498	20170208	delivered	1	9.88	14.11	23.99	5	1	12	30	0	-18	8
12707	2141407f2e7978c2b3404404c6485515	77513	20180627	delivered	1	198.00	27.69	225.69	4	1	7	23	0	-16	35
12708	21422c255842f3bab2e0579133824103	34290	20170418	delivered	1	28.50	15.56	44.06	5	1	22	23	0	-1	859
12709	21427785ea63ce9a9fa59a41a32fe78b	25138	20171116	delivered	1	17.99	8.72	26.71	4	1	8	14	0	-6	13
12710	2142bac418a228e6086f5294a8fa88db	50174	20170613	delivered	1	14.90	11.85	26.75	5	1	10	21	0	-11	10
12711	2143393cca994a4b8235bc1d67ded772	36866	20180302	delivered	1	89.90	7.88	97.78	5	1	3	12	0	-9	13
12712	21446a89bd1b60e7daab9013a9b1f6de	14878	20180228	delivered	1	29.99	25.63	55.62	1	1	50	29	1	21	1830
12713	2144bbedc02742fe4e38f6ccf546961e	13667	20180215	delivered	1	23.99	11.85	35.84	4	1	13	21	0	-8	40
12714	214580954d7ba593f5d402590c80d49c	83575	20180602	delivered	1	229.90	12.23	242.13	5	1	3	26	0	-23	24
12715	2146afbdb82c47a7d5e459bfee91e760	57218	20180626	delivered	1	42.90	60.58	103.48	3	1	14	37	0	-23	1282
12716	2147876cd801aed5f273ba360d0960ac	2657	20170302	delivered	1	18.99	14.52	33.51	4	1	8	21	0	-13	1492
12717	2148d1d6458e2aed4af9ddd978c48ac3	93488	20180129	delivered	1	139.65	43.01	182.66	4	1	37	38	0	-1	20
12718	214957eabef2b509b290c836e9e97c03	2059	20170823	delivered	1	19.90	15.10	35.00	5	1	21	27	0	-6	55
12719	2149fe82b3e2d55f500ffe8406412733	65751	20180428	delivered	1	109.00	10.40	119.40	2	1	6	23	0	-17	11
12720	214a1170088762989ff5bf58d3e8dff2	93315	20180513	delivered	1	190.00	30.82	220.82	1	1	10	31	0	-21	25
12721	214a2fc82c1accbd3c6e1edafe954078	83411	20180121	delivered	1	98.70	19.93	118.63	5	1	18	30	0	-12	1575
12722	214a42323dd7ec45504d319315a1386b	76386	20180608	delivered	2	197.00	23.03	220.03	1	1	6	18	0	-12	1090
12723	214b96dbb7d479932d8b5a1957ce0e9d	53453	20170816	delivered	1	200.00	22.24	222.24	4	1	12	33	0	-21	81
12724	214c5f0c9cd86a432fd1c37cf8b20328	71249	20170916	delivered	1	99.99	29.10	129.09	5	1	18	39	0	-21	9
12725	214cc0f5b3a0461874dbbc915258bb54	18663	20180616	delivered	1	190.00	13.99	203.99	5	1	6	26	0	-20	1450
12726	214d5b272bf8f9b576c175c02ce98f08	56190	20180119	delivered	1	49.99	7.78	57.77	5	1	14	17	0	-3	21
12727	214dc459e6a86173054c659d579491d7	38709	20171120	delivered	1	198.00	35.19	233.19	4	1	11	24	0	-13	11
12728	214e3e63d08a54a0670daa8ce72df870	69921	20180716	delivered	1	129.90	50.43	180.33	5	1	14	15	0	-1	1957
12729	214e5fdd8fd6a78e1f37c7803bdc1939	46756	20170531	delivered	1	1850.00	28.39	1878.39	5	1	6	30	0	-24	1008
12730	214e7b7443be4c9b396b5e12d6d9d416	6302	20170801	delivered	1	109.90	59.32	169.22	5	1	14	22	0	-8	1047
12731	214ee2e6750c4a27ac6121b731034858	9544	20180719	delivered	1	69.90	18.54	88.44	5	1	7	19	0	-12	835
12732	214efda775774b938e6dd943737bde2c	36370	20170604	delivered	1	385.60	23.19	408.79	4	1	9	30	0	-21	12
12733	214f01607529c68623e62bcf73e8397f	63415	20171020	delivered	1	388.00	15.27	403.27	1	1	5	12	0	-7	768
12734	215081bdcfcac0c856994ef5ad2fba20	31376	20170404	delivered	1	139.90	26.21	166.11	5	1	11	21	0	-10	1182
12735	21508e950b0edd39774e72dadfd809b1	89520	20170402	delivered	1	179.96	34.63	214.59	5	1	18	38	0	-20	2303
12736	21515908d570049ddc9f08416524b09b	60345	20171124	delivered	1	49.00	17.60	66.60	4	1	17	24	0	-7	15
12737	215235517f0e156724a0ac20bc1076a5	92940	20170204	delivered	1	119.90	12.23	132.13	5	1	5	25	0	-20	14
12738	21533e635256523fb56f1ce0d97439b9	13726	20171107	shipped	1	149.00	49.57	198.57	1	0	NULL	NULL	0	NULL	10
12739	2153e9009ecf443d84e5f48861fb7094	66017	20171206	delivered	2	79.98	28.20	108.18	5	1	20	27	0	-7	3093
12740	2154126e5b702c936d6507a6c20bd73d	530	20180616	delivered	1	185.00	20.86	205.86	5	1	6	30	0	-24	1453
12741	2155f2ca8e14d8b4136fdc215fb53bb7	17652	20180809	delivered	1	49.98	7.61	57.59	5	1	8	13	0	-5	14
12742	21575da2130d1952ce69325255692485	65382	20171226	delivered	1	199.00	18.64	217.64	5	1	14	36	0	-22	8
12743	21577126c19bf11a0b91592e5844ba78	14028	20180316	delivered	1	57.00	29.99	86.99	5	1	13	56	0	-43	1034
12744	2158e65196d4219c8f22cf686e1cc8de	23995	20180315	delivered	1	38.90	18.23	57.13	3	1	20	34	0	-14	13
12745	2159b1a8db7e7cf857d6b85186c049d3	92665	20180207	delivered	1	122.99	9.06	132.05	5	1	9	16	0	-7	15
12746	215a2af7298ced2c65d785d397e04880	60879	20180621	delivered	1	798.00	13.94	811.94	4	1	13	27	0	-14	697
12747	215b38acfb4aef3bb0144656bb102421	14977	20180518	delivered	1	49.80	22.85	72.65	5	1	19	25	0	-6	1521
12748	215d7142fdd00fa1b74d431776134c61	24768	20180216	delivered	1	54.90	15.13	70.03	5	1	13	25	0	-12	8
12749	215e5233d56b418ea25a08ca57b67619	7856	20180731	delivered	1	39.99	12.94	52.93	4	1	7	14	0	-7	50
12750	215e5ab8d123b9e04a3c1185d90fe780	29367	20180130	delivered	1	12.89	16.79	29.68	5	1	25	34	0	-9	26
12751	215f3324d1e0ac9abd788d1ac6d65b9d	20672	20171031	delivered	1	25.99	15.10	41.09	5	1	9	16	0	-7	18
12752	215f6b9ea07139e948fae84ee698ff46	61625	20180119	delivered	1	50.90	13.38	64.28	5	1	11	26	0	-15	21
12753	21608598d187cb9b14e7b81978c0e6bb	37041	20180324	delivered	1	130.00	26.99	156.99	4	1	26	20	1	6	66
12754	2161b956d146a9bfd00fd463b69c6ba1	45271	20180219	delivered	1	74.90	14.27	89.17	5	1	15	22	0	-7	73
12755	216237ddbe1a6f6a13a749e580ccf469	61530	20170909	delivered	1	180.00	28.64	208.64	4	1	25	26	0	-1	13
12756	216466e0c94bda506e25adf7e905c5ef	36894	20170728	delivered	1	89.24	17.06	106.30	5	1	7	26	0	-19	10
12757	216720f8251b8f0ed3800a7de50ae44a	36475	20171219	delivered	1	89.90	16.33	106.23	4	1	22	21	1	1	64
12758	2169826696e2426423c4078cc76b8500	37725	20180413	delivered	1	124.90	13.99	138.89	4	1	6	20	0	-14	40
12759	216989f6666b80d7bc876ac4b2dd5458	58684	20180523	delivered	1	189.99	23.04	213.03	5	1	14	28	0	-14	12
12760	216a75ff9c1bc04da48bb6fd0fe19076	37674	20180404	delivered	1	24.90	8.64	33.54	5	1	6	16	0	-10	10
12761	216a8b668866adcc7e2651ffa6c5ebcf	51856	20170907	delivered	2	358.00	37.00	395.00	4	1	8	22	0	-14	14
12762	216abf06d82d5abe6b9f5eaffeba374b	40178	20180314	delivered	1	159.00	27.84	186.84	5	1	15	29	0	-14	1438
12763	216b6395628241d62abe56159c7a3841	13262	20171126	delivered	1	39.50	15.11	54.61	5	1	20	19	1	1	10
12764	216b8ce59251043404cc3b15cff651fc	66302	20180729	delivered	2	30.00	14.78	44.78	5	1	4	12	0	-8	2783
12765	216bc8ebe70b73bb6e7e3270d9a5df56	32836	20171003	delivered	1	58.99	11.73	70.72	5	1	6	17	0	-11	20
12766	216c576eda21cb85b7b30d4668db4f91	12696	20180322	delivered	1	19.99	7.39	27.38	4	1	3	13	0	-10	17
12767	216c6c60eaa02facee10abb4ca3a9c6f	549	20171125	delivered	1	109.66	17.48	127.14	1	1	6	20	0	-14	16
12768	216f5ce95749a1f03de00b34908e73a2	49223	20180410	delivered	1	499.25	15.93	515.18	1	1	6	16	0	-10	21
12769	216ffdacc032ce8a108cc7c01f4ab9a4	64391	20180826	delivered	1	79.00	41.53	120.53	5	1	3	22	0	-19	12
12770	2170f9fac08a48aed1fc0b09c13b483b	77040	20170821	delivered	1	46.90	17.92	64.82	4	1	16	25	0	-9	233
12771	21713fc60242d920d3fba8a37dcaf0e9	63148	20180203	delivered	1	95.00	58.84	153.84	5	1	18	38	0	-20	16
12772	21717aa89515f9499d2c94578f7848f8	89286	20180618	delivered	1	369.90	20.69	390.59	5	1	4	30	0	-26	31
12773	21733cca729d55bc70908258a2e90984	52266	20180410	delivered	1	198.00	14.38	212.38	5	1	10	27	0	-17	1051
12774	21740bea241f06ee46a7febe29061c31	3990	20171126	delivered	1	89.90	17.88	107.78	1	1	25	24	1	1	17
12775	21746a2a0ab90a9d0916af6e1026fd24	20648	20180105	delivered	4	536.00	68.76	604.76	5	1	26	33	0	-7	55
12776	21763fb51dbd0bedf54d7975e48770cc	26727	20180219	delivered	1	125.00	18.12	143.12	1	1	38	29	1	9	63
12777	2176f1406c11f07dcdea94931730770d	46351	20170804	delivered	1	75.00	13.08	88.08	4	1	5	14	0	-9	483
12778	2177c383835d2102aaffabf80638aa19	47684	20170509	processing	1	99.49	21.50	120.99	1	0	NULL	NULL	0	NULL	941
12779	2177c4dbccb15e413419402aa089b530	78080	20180525	delivered	1	69.90	12.43	82.33	5	1	4	18	0	-14	25
12780	21787a9b049d1651878b1a9bb3fec657	4737	20180406	delivered	1	299.00	19.92	318.92	3	1	11	27	0	-16	14
12781	2179922b1506749061ded19fb85a12d6	91959	20180222	delivered	1	99.90	23.02	122.92	5	1	11	27	0	-16	378
12782	21799a54bd487cd78f616aac588377de	17098	20180823	delivered	1	49.90	13.01	62.91	4	1	7	14	0	-7	23
12783	2179f6c7ed393f3abe065e8d69e7ed1e	42838	20170905	delivered	1	89.90	14.38	104.28	5	1	9	20	0	-11	12
12784	217aad2f8085d3fb8f57ba39f8f6bd93	104	20180323	delivered	1	245.00	14.15	259.15	5	1	12	19	0	-7	72
12785	217b8ba86d0c37dc9dcedacb5bb1dd94	16414	20180329	delivered	1	178.99	13.69	192.68	5	1	11	19	0	-8	18
12786	217bb07ca5be930bc84e050acb4817c2	81125	20170324	delivered	1	14.99	14.52	29.51	5	1	10	24	0	-14	12
12787	217bf2a8e5504add2b381326f7582a24	9922	20180516	delivered	1	89.90	16.60	106.50	5	1	6	14	0	-8	24
12788	217ec7b7a29a68b086c07bda53f3f6b5	36729	20180624	delivered	1	127.26	15.28	142.54	4	1	5	11	0	-6	17
12789	217f784e30b599df959cb81522d68f73	26103	20171218	delivered	1	49.90	14.10	64.00	5	1	16	25	0	-9	5193
12790	217fa08ee792f84b2a3b3a84ee263b0e	37306	20170926	delivered	1	70.90	15.94	86.84	5	1	32	29	1	3	16
12791	217fa6305f49722c5712365fa9fb7685	29710	20170619	delivered	1	200.00	16.15	216.15	4	1	21	28	0	-7	11
12792	21803e14b4e860720b86788c8234ecd0	5286	20180508	delivered	2	29.80	30.46	60.26	5	1	8	20	0	-12	22
12793	218078d00b6b6ad56df0e38236ed62a7	9568	20171207	delivered	1	559.00	80.98	639.98	2	1	32	46	0	-14	3020
12794	2180c97a87cb56e53fff589f28985825	43270	20180120	delivered	1	359.70	17.27	376.97	5	1	40	30	1	10	12
12795	2180fdde58f11e59974590731572691c	23914	20180511	delivered	1	166.00	18.07	184.07	5	1	24	19	1	5	27
12796	21818c420ef980f72b5ef46606977cf9	4114	20180326	delivered	1	14.89	7.71	22.60	5	1	2	11	0	-9	10
12797	21826e0954bd6550ea7b7a5665bc636f	87159	20170516	delivered	2	179.98	54.60	234.58	5	1	6	20	0	-14	38
12798	218285f1805643f2d68bbec7c40c88a0	82761	20170913	delivered	1	199.90	14.42	214.32	4	1	7	27	0	-20	1107
12799	218359f6652231bd2360d84326ffc578	93411	20180509	delivered	1	39.00	11.15	50.15	5	1	2	8	0	-6	1443
12800	21838957166e38f71ea42879c0a5c3db	14879	20170903	delivered	1	259.90	18.53	278.43	5	1	10	18	0	-8	1450
12801	218420c55032b9db817c110f06b85fde	69731	20180721	delivered	1	79.90	14.87	94.77	5	1	9	18	0	-9	10
12802	2185076f7b4b543d3e791e2915db9abf	58600	20180509	delivered	1	241.90	14.13	256.03	4	1	12	19	0	-7	17
12803	21862ad09cda6a079859cb1fb77d5da2	67504	20170205	delivered	1	129.99	46.40	176.39	1	1	26	40	0	-14	7
12804	2187a89df025d844e72cfc51e29dcd6c	19447	20180402	delivered	1	12.90	18.23	31.13	1	1	28	21	1	7	1655
12805	2188019060b6276ae9fc889917f6d5cb	36510	20170816	delivered	1	32.64	21.15	53.79	5	1	9	35	0	-26	116
12806	2189323f24aabddc8f324451eb75419b	14921	20170604	delivered	1	599.90	17.95	617.85	4	1	18	24	0	-6	10
12807	218aa418c193211de5e1ead0c8eba54e	43854	20171119	delivered	1	79.90	13.58	93.48	4	1	15	18	0	-3	11
12808	218bc576cc67d1b76c855f861eb24bcd	93595	20180415	delivered	1	235.00	14.55	249.55	4	1	5	24	0	-19	17
12809	218ccc84d9bd2cf98f2bc246f70f91c8	73375	20180724	delivered	1	50.00	22.17	72.17	3	1	6	17	0	-11	1408
12810	218de7dde39167d2389f3cfd479228b1	87035	20170718	delivered	1	49.90	20.84	70.74	3	1	9	22	0	-13	1945
12811	218ed7d83ada6c7163efb96ca0cbd210	70175	20180118	delivered	2	179.90	40.14	220.04	5	1	7	21	0	-14	12
12812	219011b6543055a960c7dd94cc5e0770	8664	20170415	delivered	2	69.80	21.92	91.72	4	1	7	24	0	-17	15
12813	21901d247ec987a042a6b89bc3a98bd5	3256	20180511	delivered	1	299.99	14.54	314.53	5	1	6	19	0	-13	18
12814	219046aca72bc42ff943222cfa12d616	20947	20170822	delivered	1	325.00	16.02	341.02	5	1	6	23	0	-17	30
12815	219053fd0b52b800d2c901487d11ee93	62488	20170810	delivered	1	59.90	27.80	87.70	5	1	18	26	0	-8	2089
12816	219073ae370b0272fbca714f81a67ce0	43204	20170425	delivered	1	34.99	10.96	45.95	4	1	14	21	0	-7	1386
12817	219170fb08f8e9140c121645abb11cd0	26465	20170508	delivered	1	29.90	11.85	41.75	5	1	4	23	0	-19	12
12818	2191c4b8b5384ed556dfd154ce6e319c	19674	20180218	delivered	1	24.99	15.10	40.09	3	1	22	32	0	-10	70
12819	21925ec4d0e7c5399673ad2b3d3f7995	30765	20171124	delivered	1	280.00	68.13	348.13	4	1	20	33	0	-13	36
12820	2192c35277d9138acfcb6a068b54b00d	32498	20180614	delivered	1	107.90	22.69	130.59	4	1	15	33	0	-18	1457
12821	2192c6f4e9ece5c4e0091fd7f4dc4456	66302	20180726	delivered	1	580.27	23.25	603.52	5	1	4	19	0	-15	13
12822	219333770b2c6b51ea06298d29555097	75473	20180321	delivered	1	124.00	13.77	137.77	4	1	3	13	0	-10	8
12823	219347c42048a30943af4fecbcfd5746	79182	20180321	delivered	1	109.90	14.76	124.66	5	1	5	13	0	-8	812
12824	21938ab3a8cc42a797d428700bcf04ee	56624	20180121	delivered	1	159.94	40.39	200.33	2	1	44	54	0	-10	1010
12825	2193f5bb6c9f9d32aa596cda03c6aa03	22191	20180817	delivered	1	35.00	11.27	46.27	4	1	3	5	0	-2	17
12826	2194d1dc5f73fad748d7a90fd673291d	34109	20170131	delivered	1	62.90	22.37	85.27	1	1	13	73	0	-60	14
12827	2194ed4f4df86b4d6f4d859ad6ed1795	30336	20170605	delivered	1	61.90	9.54	71.44	5	1	3	14	0	-11	1451
12828	21953f0f5d8d20ed590fcb9683be8b6d	71029	20180321	delivered	1	369.90	47.94	417.84	5	1	29	23	1	6	13
12829	2195712688ef03e20c8053de61c82493	42320	20170117	delivered	1	159.90	27.59	187.49	5	1	15	37	0	-22	15
12830	219666cede8138c78fdfd946ba487cd1	89451	20180208	delivered	1	49.90	19.59	69.49	5	1	21	34	0	-13	2061
12831	219666ef9b38f40246321c0e0df41cb9	52004	20180309	delivered	1	25.90	19.95	45.85	4	1	6	38	0	-32	39
12832	2197e55dca60ccd268157d328616d64e	40086	20170813	delivered	1	160.00	15.87	175.87	4	1	12	23	0	-11	11
12833	21986117cfddd42a35f894deadbe2f95	9788	20170504	delivered	1	89.90	21.08	110.98	1	1	46	34	1	12	14
12834	21986ad587b4a2c379e191e22a03deac	38902	20170710	delivered	1	14.90	15.10	30.00	5	1	18	31	0	-13	14
12835	219889e4dae6af086c47d02b538f0589	1464	20180110	delivered	2	71.80	33.58	105.38	5	1	13	28	0	-15	186
12836	21988f4f4d0971038b9c9d35f3be1ccf	71384	20180215	invoiced	1	18.49	7.94	26.43	1	0	NULL	NULL	0	NULL	16
12837	21990fe9b5b40fd681da192e4594884d	27900	20180112	delivered	1	59.90	21.22	81.12	5	1	19	24	0	-5	9
12838	21996e7c744554c7c4fac8896bbdf0ea	25172	20180716	delivered	1	129.49	13.57	143.06	4	1	7	14	0	-7	1159
12839	2199c1bff4b83c7fbfe37f9f8818326b	73862	20171009	delivered	1	117.99	23.70	141.69	1	1	28	23	1	5	29
12840	2199eb036d812a867e2b1e1dc7434366	85916	20180529	delivered	1	33.00	12.43	45.43	3	1	5	27	0	-22	599
12841	219a2bae1ef407852a764879147986b7	41716	20170730	delivered	1	21.99	22.22	44.21	3	1	11	33	0	-22	13
12842	219b8a2c642a7c314644b58fa1036c7f	43948	20171124	delivered	1	325.00	17.02	342.02	4	1	9	21	0	-12	196
12843	219bf1bafc86f67b9a13637cfaeb68b1	62929	20171203	delivered	1	169.90	12.39	182.29	4	1	5	17	0	-12	8
12844	219c1d95491f8241fc2bff3a511c9ad1	30190	20180118	delivered	1	35.00	16.79	51.79	4	1	14	33	0	-19	17
12845	219c7d529a76ebdffe8380819ee7aa24	87194	20180113	delivered	2	39.80	30.20	70.00	1	1	9	38	0	-29	10
12846	219d7856c8969f8f7087ffe19ae28a36	55781	20180722	delivered	1	38.90	16.46	55.36	5	1	5	16	0	-11	1229
12847	219db423b9c3ca26e1d379f41eb8cbc7	24840	20180403	delivered	1	79.20	8.91	88.11	5	1	2	14	0	-12	962
12848	219e223faa8b8622006bc6242a1bf011	50305	20170616	delivered	1	105.00	21.22	126.22	4	1	12	25	0	-13	9
12849	219f831fcedecf53187489f9aad154eb	3572	20170806	delivered	1	59.90	13.44	73.34	5	1	8	26	0	-18	2047
12850	219f8f81c1e54b614ed44df445a563f2	21769	20171027	delivered	1	20.30	8.11	28.41	5	1	5	13	0	-8	600
12851	219fda9e83f9a3ac8e1baa10d6cc6366	6927	20170608	delivered	1	31.90	8.11	40.01	4	1	6	14	0	-8	1737
12852	21a00b08cbeb5716bbb66105e3dbd850	44023	20180910	canceled	0	0.00	0.00	51.17	1	0	NULL	NULL	0	NULL	NULL
12853	21a0fa6ad3d045d3cc42f973e3dddc0c	52093	20180126	delivered	1	78.00	12.05	90.05	5	1	4	24	0	-20	19
12854	21a131826faf57cef66a3b3dbd51da36	24701	20170608	delivered	1	29.90	15.10	45.00	4	1	4	25	0	-21	11
12855	21a17809c28668e0099cb74b70fd32d6	26747	20170717	delivered	1	14.90	15.79	30.69	5	1	9	30	0	-21	1254
12856	21a2a72aad2ad28f19974dd4455722db	47175	20180419	delivered	1	64.90	8.82	73.72	5	1	4	13	0	-9	1097
12857	21a3c351610b2487460c404bbbdbda67	76459	20180621	delivered	1	91.90	52.99	144.89	5	1	20	34	0	-14	31
12858	21a3f15754b759c91fff4535aaeb3486	9782	20180628	delivered	1	1880.00	44.03	1924.03	1	1	13	36	0	-23	1444
12859	21a464b47cbed6570cb9086c34959ce6	67417	20171205	delivered	1	11.55	14.10	25.65	5	1	11	24	0	-13	2909
12860	21a4664de3039c3f5b8bc3701c87a1fe	52200	20180810	delivered	1	75.99	23.33	99.32	5	1	7	13	0	-6	1916
12861	21a47fe1418ed7200936d8322e4e36e1	90398	20180626	delivered	1	154.00	27.38	181.38	4	1	13	27	0	-14	16
12862	21a550eeac28a30d4b59a0fd91c9cc8d	8807	20171110	delivered	1	85.00	16.03	101.03	5	1	17	25	0	-8	15
12863	21a5a6a3ba44669b781dde94b19a361a	1480	20180116	delivered	2	259.00	39.43	298.43	1	1	3	29	0	-26	904
12864	21a6a3d0477ec6bada948436fd516e84	72125	20180120	delivered	1	199.00	38.53	237.53	4	1	31	37	0	-6	2438
12865	21a700353585ff0d776cdde844166983	6394	20180514	delivered	1	41.80	13.71	55.51	5	1	4	14	0	-10	15
12866	21a724726546c32790ded320f982a506	46855	20171124	delivered	5	151.98	64.00	215.99	1	1	5	25	0	-20	178
12867	21a8afe0ed14ff28046585ae724b5410	23790	20180311	delivered	1	67.70	19.95	87.65	5	1	8	32	0	-24	2210
12868	21aa5570514b188b031255172b1e04bd	41864	20170116	delivered	1	28.00	14.52	42.52	5	1	11	31	0	-20	7
12869	21ab5b80c7c152432a699cde9af9a04c	75480	20170522	delivered	1	230.00	16.36	246.36	1	1	9	23	0	-14	18
12870	21abec9862e40dd6706f0eaecb193f4b	42110	20180606	delivered	1	89.99	50.70	140.69	4	1	15	43	0	-28	318
12871	21ac7b9aaf4cb4e41aa7ed2722a0c2ab	35954	20180523	delivered	3	679.70	78.55	758.26	1	1	14	37	0	-23	1448
12872	21acd87ab0e70951d2aa3b0cd6445c69	8900	20180716	delivered	2	131.80	26.24	158.04	5	1	8	14	0	-6	12
12873	21acf351fd39c8a80aa62aed0b2fd28a	1909	20171011	delivered	1	59.90	17.67	77.57	5	1	12	21	0	-9	4627
12874	21ad66a2631bea1c9b697b500c20f1c1	44305	20180430	delivered	1	12.90	7.39	20.29	5	1	3	16	0	-13	636
12875	21adb757aaef1f7f6240352b33d30e5a	45273	20180402	delivered	1	154.99	51.58	206.57	2	1	70	44	1	26	2022
12876	21ae9d6a114e6bf02be6b59e300b74bd	414	20171203	delivered	1	139.90	10.39	150.29	5	1	4	17	0	-13	83
12877	21af06c81b813d390e6f5df558fdbc3c	5274	20180803	delivered	1	74.99	19.72	94.71	4	1	7	10	0	-3	11
12878	21af19181b59fd603fd2c40717d3897b	46154	20170918	delivered	1	180.00	26.54	206.54	5	1	15	29	0	-14	10
12879	21af570a43e64c302adcbe61ad045303	69597	20170605	delivered	1	176.90	10.65	187.55	5	1	8	14	0	-6	17
12880	21af7328b2a40a3ece5491affde104fe	80226	20180214	delivered	1	79.90	18.45	98.35	2	1	15	21	0	-6	36
