seller_sk	total_orders	total_items_sold	total_revenue	avg_order_value	avg_item_price	avg_review_score	avg_delivery_days	delay_rate	repeat_customer_rate	seller_segment	dwh_create_date
1569	5	5	353.01	70.60	50.40	4	7.8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2614	6	19	1030.18	54.22	32.83	3	7.11	0.00	26.32	REGULAR	2026-05-15 08:45:03.073
1426	2	2	149.30	74.65	38.75	4	17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1177	10	11	836.83	76.08	60.54	4.45	10	0.00	9.09	REGULAR	2026-05-15 08:45:03.073
1924	2	2	198.82	99.41	90.00	5	6.5	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1675	1	1	199.36	199.36	180.00	4	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
785	193	228	20961.90	91.94	74.82	4.13	12.49	5.70	9.21	REGULAR	2026-05-15 08:45:03.073
2949	14	14	1469.94	105.00	89.00	4.21	8.21	7.14	0.00	REGULAR	2026-05-15 08:45:03.073
1824	2	2	155.58	77.79	62.85	3	21	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1326	2	4	63.05	15.76	6.25	5	3.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1283	1	1	182.45	182.45	169.76	5	20	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1134	98	100	34637.66	346.38	328.62	4.09	10.85	3.00	2.00	REGULAR	2026-05-15 08:45:03.073
52	51	51	10551.06	206.88	181.66	4.1	18.42	13.73	15.69	REGULAR	2026-05-15 08:45:03.073
2216	9	9	637.75	70.86	57.27	3.44	15.11	33.33	11.11	DELAY_RISK	2026-05-15 08:45:03.073
3049	1	1	111.02	111.02	89.90	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1967	2	2	1238.90	619.45	597.00	5	23	50.00	50.00	DELAY_RISK	2026-05-15 08:45:03.073
885	4	4	612.39	153.10	128.00	4	6.75	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2657	395	418	40624.95	97.19	78.53	4.21	11.4	2.15	3.83	REGULAR	2026-05-15 08:45:03.073
493	52	55	3631.40	66.03	51.69	2.95	27.22	27.27	7.27	LOW_REVIEW	2026-05-15 08:45:03.073
1034	197	201	20350.70	101.25	84.63	4.31	11.44	9.95	8.96	REGULAR	2026-05-15 08:45:03.073
1575	4	4	356.96	89.24	74.90	3	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2116	1	1	207.25	207.25	189.00	5	15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3012	5	5	225.61	45.12	34.97	4.6	8.4	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
427	23	27	3794.87	140.55	95.56	3.81	15.22	14.81	37.04	REGULAR	2026-05-15 08:45:03.073
759	7	7	1442.09	206.01	188.99	4.57	16.29	0.00	14.29	REGULAR	2026-05-15 08:45:03.073
95	1	1	135.49	135.49	119.90	3.5	6	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
1423	2	2	1281.23	640.62	626.22	5	2	0.00	50.00	REGULAR	2026-05-15 08:45:03.073
404	25	31	4647.78	149.93	131.56	4.29	11.13	3.23	3.23	REGULAR	2026-05-15 08:45:03.073
72	60	63	15788.30	250.61	218.56	4.1	12.15	14.29	1.59	REGULAR	2026-05-15 08:45:03.073
805	117	125	15250.85	122.01	104.88	3.74	16.89	15.20	4.00	REGULAR	2026-05-15 08:45:03.073
2133	24	24	7549.55	314.56	258.45	2.79	18.37	25.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
473	8	8	452.27	56.53	43.66	4.13	12.88	12.50	0.00	REGULAR	2026-05-15 08:45:03.073
1137	32	35	3673.17	104.95	90.26	4.11	10.94	8.57	2.86	REGULAR	2026-05-15 08:45:03.073
2797	17	18	4979.49	276.64	248.11	3.61	30.94	11.11	5.56	REGULAR	2026-05-15 08:45:03.073
1801	2	3	438.85	146.28	127.13	2.33	24	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2465	2	2	507.43	253.72	230.00	4.5	22.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1469	4	6	348.98	58.16	40.57	4	12.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1114	34	36	5839.14	162.20	143.71	3.42	12.69	8.33	2.78	REGULAR	2026-05-15 08:45:03.073
2110	21	21	1873.13	89.20	66.93	3.76	7.95	4.76	0.00	REGULAR	2026-05-15 08:45:03.073
1778	3	5	1342.95	268.59	259.91	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1446	3	3	277.32	92.44	76.13	5	5.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
450	1	1	546.55	546.55	495.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
782	1	1	40.38	40.38	32.99	5	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
118	1	2	70.02	35.01	19.45	5	19	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
258	396	404	30954.11	76.62	63.24	4	9.2	10.89	3.22	REGULAR	2026-05-15 08:45:03.073
1592	28	44	6119.55	139.08	122.97	3.68	10.98	2.27	0.00	REGULAR	2026-05-15 08:45:03.073
2256	36	41	6760.44	164.89	146.38	3.8	9.15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2843	9	11	6811.42	619.22	566.36	4.64	8.64	9.09	0.00	REGULAR	2026-05-15 08:45:03.073
928	44	54	3964.73	73.42	56.04	4.44	9.19	0.00	9.26	REGULAR	2026-05-15 08:45:03.073
264	2	2	109.00	54.50	39.40	5	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2179	3	3	471.61	157.20	120.00	2.67	16.67	33.33	33.33	LOW_REVIEW	2026-05-15 08:45:03.073
281	253	266	61369.73	230.71	211.16	4.11	14.05	7.89	3.38	HIGH_PERFORMER	2026-05-15 08:45:03.073
1615	44	50	6094.03	121.88	102.60	3.3	18.42	30.00	2.00	DELAY_RISK	2026-05-15 08:45:03.073
945	80	87	11590.17	133.22	100.92	4.08	12.16	4.60	6.90	REGULAR	2026-05-15 08:45:03.073
2156	21	21	8051.34	383.40	347.09	4.52	13.14	0.00	4.76	REGULAR	2026-05-15 08:45:03.073
951	7	7	1273.63	181.95	163.29	4.29	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2820	1	1	222.10	222.10	199.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2279	4	4	205.19	51.30	37.65	4.5	5.75	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1492	1	1	364.64	364.64	343.00	4	26	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2943	2	2	225.65	112.83	97.59	2.5	7	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1638	310	325	39884.82	122.72	98.89	3.65	16.12	13.23	6.46	REGULAR	2026-05-15 08:45:03.073
2471	16	19	3689.21	194.17	154.46	2.42	20.83	10.53	10.53	LOW_REVIEW	2026-05-15 08:45:03.073
2966	1	2	609.50	304.75	289.00	1	25	100.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2302	2	2	53.48	26.74	16.90	3	14	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2866	4	4	3686.68	921.67	867.50	4	7.5	0.00	25.00	REGULAR	2026-05-15 08:45:03.073
1784	25	32	746.51	23.33	11.54	4.34	10.44	0.00	6.25	REGULAR	2026-05-15 08:45:03.073
2448	44	52	3885.90	74.73	57.64	4.02	9	7.69	1.92	REGULAR	2026-05-15 08:45:03.073
2325	3	3	520.84	173.61	144.31	2.67	5	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2989	2	2	430.08	215.04	189.90	4.5	10	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1014	358	410	235856.68	575.26	543.36	4.06	13.29	3.90	10.00	TOP_SELLER	2026-05-15 08:45:03.073
1097	125	127	23586.15	185.72	169.75	4.17	12.06	6.30	2.36	REGULAR	2026-05-15 08:45:03.073
2425	9	14	4881.93	348.71	323.02	3.93	11.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2093	44	44	9279.26	210.89	156.81	3.07	25.42	27.27	6.82	REGULAR	2026-05-15 08:45:03.073
2342	1	2	68.20	34.10	20.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2674	4	4	1962.41	490.60	437.00	4.25	14.25	50.00	25.00	DELAY_RISK	2026-05-15 08:45:03.073
1346	1	1	235.28	235.28	219.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2734	67	73	8608.16	117.92	98.53	4.38	10	5.48	8.22	REGULAR	2026-05-15 08:45:03.073
78	62	72	6226.61	86.48	65.66	3.76	10.86	15.28	6.94	REGULAR	2026-05-15 08:45:03.073
1406	13	13	2664.41	204.95	164.37	4.77	7.77	7.69	0.00	REGULAR	2026-05-15 08:45:03.073
3029	11	11	2635.68	239.61	223.63	2.36	30.2	18.18	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
410	5	5	769.44	153.89	107.94	5	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1701	8	9	1396.94	155.22	139.56	4.78	9.11	11.11	0.00	REGULAR	2026-05-15 08:45:03.073
1738	1	2	134.48	67.24	44.99	5	11	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2033	1	2	170.96	85.48	71.40	4	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1300	76	86	7526.88	87.52	70.24	4	11.08	3.49	15.12	REGULAR	2026-05-15 08:45:03.073
1051	22	22	3420.45	155.48	136.99	3.77	6.68	9.09	9.09	REGULAR	2026-05-15 08:45:03.073
218	4	4	366.01	91.50	78.74	4.25	13.25	50.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
968	1	1	282.47	282.47	179.90	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
719	1	1	113.90	113.90	105.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
659	46	49	4966.62	101.36	83.61	4.27	8.9	10.20	2.04	REGULAR	2026-05-15 08:45:03.073
327	21	22	2839.42	129.06	111.88	4.55	7.45	9.09	0.00	REGULAR	2026-05-15 08:45:03.073
573	7	9	483.63	53.74	39.93	4.44	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
32	12	16	1643.76	102.74	89.86	4.44	8.6	0.00	31.25	REGULAR	2026-05-15 08:45:03.073
1987	24	26	2232.63	85.87	70.91	4.04	12.84	11.54	3.85	REGULAR	2026-05-15 08:45:03.073
905	25	38	9019.31	237.35	210.49	4.18	8.11	2.63	23.68	REGULAR	2026-05-15 08:45:03.073
1655	6	6	451.32	75.22	54.54	5	8.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
364	5	5	446.82	89.36	71.94	3.8	7.4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1841	84	94	6078.91	64.67	52.12	4.05	7.88	3.19	8.51	REGULAR	2026-05-15 08:45:03.073
1260	10	10	998.80	99.88	82.90	4.4	13	0.00	30.00	REGULAR	2026-05-15 08:45:03.073
513	4	4	144.75	36.19	21.35	4.25	16.75	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
2926	1	1	34.59	34.59	26.30	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1154	325	346	125816.92	363.63	324.15	3.95	11.33	5.78	4.91	HIGH_PERFORMER	2026-05-15 08:45:03.073
1947	8	8	606.93	75.87	64.31	4.75	3.88	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
613	14	15	1079.34	71.96	46.33	4.73	8.2	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2488	12	12	12785.73	1065.48	921.83	4.33	16.58	16.67	0.00	REGULAR	2026-05-15 08:45:03.073
619	5	6	993.15	165.53	137.20	3	7.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1160	1	1	467.61	467.61	445.90	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2388	7	8	1139.93	142.49	129.00	4.88	6.13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2634	6	8	421.25	52.66	26.25	3.5	9.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2880	1	1	244.02	244.02	219.90	4	21	100.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
467	1	1	118.59	118.59	105.19	4	14	100.00	100.00	DELAY_RISK	2026-05-15 08:45:03.073
1552	1	1	949.62	949.62	899.00	5	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2780	62	71	6375.47	89.80	75.22	3.56	14.69	15.49	12.68	REGULAR	2026-05-15 08:45:03.073
321	19	19	2195.61	115.56	100.78	3.37	14.93	5.26	10.53	REGULAR	2026-05-15 08:45:03.073
2239	5	5	280.00	56.00	41.30	4.6	13	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
3095	20	20	1770.86	88.54	71.32	2.1	12.75	0.00	5.00	LOW_REVIEW	2026-05-15 08:45:03.073
178	43	43	2829.25	65.80	49.80	4.3	15.93	13.95	6.98	REGULAR	2026-05-15 08:45:03.073
676	5	5	8622.37	1724.47	1635.40	4.4	16.2	40.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
1174	3	3	628.59	209.53	186.67	5	7.67	0.00	66.67	REGULAR	2026-05-15 08:45:03.073
510	5	6	363.28	60.55	50.17	3.17	6.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
12	2	2	1447.95	723.98	708.00	4.5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1008	1	1	222.13	222.13	199.00	2	16	0.00	100.00	LOW_REVIEW	2026-05-15 08:45:03.073
367	27	29	16562.87	571.13	553.13	4.31	13.97	10.34	0.00	REGULAR	2026-05-15 08:45:03.073
35	21	24	5742.40	239.27	219.34	4.54	10.79	0.00	29.17	REGULAR	2026-05-15 08:45:03.073
2574	15	15	866.12	57.74	45.55	4.8	7.4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2740	3	4	139.74	34.94	24.31	2.5	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1529	14	14	647.75	46.27	30.26	4	16.36	7.14	7.14	REGULAR	2026-05-15 08:45:03.073
533	3	3	377.39	125.80	105.90	3.67	9.67	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2027	3	3	140.29	46.76	35.32	5	8.33	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2242	1	1	34.42	34.42	19.90	5	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3072	1	1	93.54	93.54	69.90	4	5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2193	1	1	87.82	87.82	69.90	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1386	134	140	27384.21	195.60	168.21	3.36	14.37	4.29	7.14	REGULAR	2026-05-15 08:45:03.073
2219	45	47	15621.16	332.37	291.19	4.26	11.77	2.13	10.64	REGULAR	2026-05-15 08:45:03.073
390	7	7	531.38	75.91	58.20	4.29	8.14	14.29	0.00	REGULAR	2026-05-15 08:45:03.073
2382	9	9	4658.39	517.60	482.93	3.78	16.56	11.11	22.22	REGULAR	2026-05-15 08:45:03.073
2050	1	1	312.02	312.02	285.00	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2883	1	1	186.42	186.42	164.99	3	9	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2405	255	331	39566.81	119.54	108.10	4.28	7.49	8.16	9.67	REGULAR	2026-05-15 08:45:03.073
1200	5	5	421.88	84.38	68.52	2.4	28.25	60.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
155	6	6	436.99	72.83	61.87	3.67	8.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1864	2	2	211.67	105.84	79.00	5	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1409	10	11	2187.46	198.86	164.23	4.09	10.09	9.09	0.00	REGULAR	2026-05-15 08:45:03.073
2860	2	8	357.96	44.75	29.90	5	13.75	75.00	0.00	DELAY_RISK	2026-05-15 08:45:03.073
868	2	2	2873.81	1436.91	1420.00	3	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1741	3	3	290.89	96.96	72.00	4.33	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1343	7	10	701.25	70.13	55.05	4.4	11.9	10.00	10.00	REGULAR	2026-05-15 08:45:03.073
1509	5	5	1099.59	219.92	196.78	4.6	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
845	5	5	348.45	69.69	50.08	4.4	16.8	20.00	0.00	REGULAR	2026-05-15 08:45:03.073
2007	1	1	233.38	233.38	214.08	1	6	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1486	2	2	212.57	106.29	95.90	4.25	6.5	0.00	50.00	REGULAR	2026-05-15 08:45:03.073
553	125	135	16436.65	121.75	101.12	4.02	12.05	12.59	5.19	REGULAR	2026-05-15 08:45:03.073
2548	39	39	31954.84	819.35	748.85	4.41	11.21	2.56	0.00	REGULAR	2026-05-15 08:45:03.073
135	8	8	1579.66	197.46	178.49	3.88	18.5	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
1217	17	26	913.87	35.15	23.01	4.62	8.41	0.00	11.54	REGULAR	2026-05-15 08:45:03.073
2717	1	2	51.54	25.77	18.38	4	NULL	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1884	1	1	373.82	373.82	354.90	5	19	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1366	127	156	10860.05	69.62	49.85	4.25	14.08	3.85	3.21	REGULAR	2026-05-15 08:45:03.073
702	40	47	7709.53	164.03	147.68	4.04	10.89	0.00	6.38	REGULAR	2026-05-15 08:45:03.073
653	272	281	61433.88	218.63	196.98	4.26	10.53	2.49	9.61	HIGH_PERFORMER	2026-05-15 08:45:03.073
112	4	6	4195.46	699.24	516.50	2.5	29.5	66.67	16.67	LOW_REVIEW	2026-05-15 08:45:03.073
1907	10	12	1121.02	93.42	72.65	4.42	7.42	0.00	8.33	REGULAR	2026-05-15 08:45:03.073
1243	3	9	384.12	42.68	29.63	4.11	11.33	0.00	44.44	REGULAR	2026-05-15 08:45:03.073
3089	10	15	1090.83	72.72	58.95	4.87	8.33	0.00	13.33	REGULAR	2026-05-15 08:45:03.073
1927	72	81	19282.41	238.05	216.79	4.53	14.98	6.17	9.88	REGULAR	2026-05-15 08:45:03.073
2176	11	12	1385.67	115.47	91.23	4.17	22.58	16.67	8.33	REGULAR	2026-05-15 08:45:03.073
1678	91	97	5411.12	55.78	42.81	3.7	13.18	15.46	7.22	REGULAR	2026-05-15 08:45:03.073
1429	2	2	444.99	222.50	199.00	5	8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
931	1	1	199.84	199.84	175.00	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1180	2	4	1098.33	274.58	247.44	5	8.25	0.00	100.00	REGULAR	2026-05-15 08:45:03.073
2070	81	90	15246.62	169.41	156.01	4.44	9.19	11.11	12.22	REGULAR	2026-05-15 08:45:03.073
1572	37	42	2573.64	61.28	48.70	4.55	8.02	2.38	0.00	REGULAR	2026-05-15 08:45:03.073
2697	5	5	387.68	77.54	62.10	4.2	7	0.00	40.00	REGULAR	2026-05-15 08:45:03.073
1074	2	2	458.24	229.12	159.00	4	15.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2568	1	1	62.11	62.11	39.90	2	13	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
882	1790	1971	233986.83	118.71	101.07	3.75	14.43	10.86	9.23	HIGH_PERFORMER	2026-05-15 08:45:03.073
55	23	28	1811.27	64.69	48.29	3.79	11.58	10.71	14.29	REGULAR	2026-05-15 08:45:03.073
304	1	1	338.74	338.74	279.00	5	25	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
633	4	4	299.89	74.97	52.00	2.5	9	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1715	7	13	845.34	65.03	45.89	1.69	23	30.77	15.38	LOW_REVIEW	2026-05-15 08:45:03.073
2554	1	1	61.94	61.94	54.30	4	4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2319	7	7	1197.94	171.13	149.00	5	11.29	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
241	27	37	2712.25	73.30	57.88	3.81	8.46	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
696	30	32	7302.99	228.22	179.74	3.94	13.73	12.50	9.38	REGULAR	2026-05-15 08:45:03.073
1323	5	6	316.41	52.74	37.33	4.83	9.17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2946	1	1	28.29	28.29	15.50	5	6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1237	1	1	49.45	49.45	41.90	5	1	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2511	22	24	2709.41	112.89	100.68	4.17	6.75	4.17	16.67	REGULAR	2026-05-15 08:45:03.073
341	39	43	3354.58	78.01	58.68	3.7	13.67	9.30	18.60	REGULAR	2026-05-15 08:45:03.073
2760	2	2	870.21	435.11	390.00	5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
98	9	9	889.00	98.78	79.90	4.33	13.44	11.11	0.00	REGULAR	2026-05-15 08:45:03.073
347	12	12	789.92	65.83	51.07	4.5	15.25	8.33	0.00	REGULAR	2026-05-15 08:45:03.073
596	32	34	11000.27	323.54	243.29	4.44	11.32	8.82	5.88	REGULAR	2026-05-15 08:45:03.073
2262	1	1	105.34	105.34	70.00	5	3	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2013	4	6	544.53	90.76	69.23	2.17	13	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
2113	16	17	3603.58	211.98	189.46	4.06	12.59	11.76	0.00	REGULAR	2026-05-15 08:45:03.073
988	6	6	427.05	71.18	58.62	4.33	12.83	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
447	3	5	359.55	71.91	59.90	4.6	9.6	0.00	40.00	REGULAR	2026-05-15 08:45:03.073
490	1	2	105.57	52.79	24.49	5	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2654	1	1	120.78	120.78	109.00	5	4	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2611	1	1	169.01	169.01	149.00	5	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2803	57	58	53913.76	929.55	880.30	4.59	9.45	0.00	6.90	HIGH_PERFORMER	2026-05-15 08:45:03.073
888	1	1	105.28	105.28	89.90	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
3052	15	26	5457.50	209.90	176.69	3.19	11	7.69	3.85	REGULAR	2026-05-15 08:45:03.073
1970	3	4	475.88	118.97	96.25	3	8.75	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1721	5	8	4301.77	537.72	414.02	1	48.8	50.00	12.50	LOW_REVIEW	2026-05-15 08:45:03.073
639	2	2	345.20	172.60	149.90	3	16	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
739	54	100	6685.64	66.86	49.90	3.94	12.75	12.00	5.00	REGULAR	2026-05-15 08:45:03.073
2903	20	21	3812.10	181.53	156.16	4.57	11.86	4.76	9.52	REGULAR	2026-05-15 08:45:03.073
1280	11	12	1071.31	89.28	73.04	4.25	10.55	8.33	0.00	REGULAR	2026-05-15 08:45:03.073
198	7	14	2154.77	153.91	135.00	4.07	13.64	0.00	7.14	REGULAR	2026-05-15 08:45:03.073
2362	3	12	3611.44	300.95	284.99	4.67	13.55	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1821	2	2	818.33	409.17	392.45	3	9.5	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1850	12	13	1800.42	138.49	112.22	4.31	7.85	7.69	7.69	REGULAR	2026-05-15 08:45:03.073
1518	32	32	23272.78	727.27	706.27	4.25	11.03	9.38	0.00	REGULAR	2026-05-15 08:45:03.073
2182	6	7	1372.93	196.13	158.42	3.86	5.29	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2846	19	21	727.33	34.63	21.53	3.86	10.52	4.76	0.00	REGULAR	2026-05-15 08:45:03.073
522	8	8	590.44	73.81	58.20	3.13	13.57	25.00	0.00	REGULAR	2026-05-15 08:45:03.073
854	1	1	283.73	283.73	264.00	5	16	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2514	1	1	76.50	76.50	57.99	1	7	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1186	2	2	150.67	75.34	65.00	1	NULL	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1541	556	569	120396.68	211.59	196.78	3.97	15.69	11.95	3.34	HIGH_PERFORMER	2026-05-15 08:45:03.073
1873	44	66	4994.65	75.68	55.92	3.39	7	22.73	22.73	REGULAR	2026-05-15 08:45:03.073
2537	6	7	630.65	90.09	74.16	4.71	7.57	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2869	7	13	2690.64	206.97	186.28	4	22.27	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2205	2	2	1090.02	545.01	524.50	2	9	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
1209	1	1	126.87	126.87	103.00	4	17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
476	7	7	333.18	47.60	35.00	4.29	7.17	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1140	36	38	3385.21	89.08	71.74	4.32	10.63	0.00	5.26	REGULAR	2026-05-15 08:45:03.073
144	1	15	783.00	52.20	51.00	5	15	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
808	3	3	1288.41	429.47	383.67	2.33	7	0.00	0.00	LOW_REVIEW	2026-05-15 08:45:03.073
167	156	188	23102.53	122.89	95.76	3.91	11.25	10.11	2.13	REGULAR	2026-05-15 08:45:03.073
499	30	30	2265.28	75.51	54.43	3.8	14.43	6.67	0.00	REGULAR	2026-05-15 08:45:03.073
1827	22	24	10615.33	442.31	358.59	4.04	13.26	4.17	0.00	REGULAR	2026-05-15 08:45:03.073
1495	5	7	597.34	85.33	64.71	5	8.57	0.00	28.57	REGULAR	2026-05-15 08:45:03.073
1163	2	2	274.86	137.43	119.99	4.5	10	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
831	1	1	42.05	42.05	19.99	3	12	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
353	262	325	12953.63	39.86	26.96	4.05	8.29	4.92	10.46	REGULAR	2026-05-15 08:45:03.073
2351	121	122	15473.63	126.83	107.31	3.81	12.81	13.93	2.46	REGULAR	2026-05-15 08:45:03.073
1681	315	427	29758.43	69.69	53.72	3.37	14.79	11.71	7.26	REGULAR	2026-05-15 08:45:03.073
1017	71	111	12393.23	111.65	90.10	3.55	11.3	9.01	8.11	REGULAR	2026-05-15 08:45:03.073
3015	1	1	137.39	137.39	125.90	4	NULL	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1687	2	5	235.25	47.05	33.40	3.4	13.8	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
330	141	170	27657.30	162.69	145.68	3.94	15.71	3.53	12.94	REGULAR	2026-05-15 08:45:03.073
2992	58	76	3344.87	44.01	26.96	4.19	9.99	3.95	6.58	REGULAR	2026-05-15 08:45:03.073
1000	3	3	858.85	286.28	264.00	4	25.67	33.33	0.00	DELAY_RISK	2026-05-15 08:45:03.073
994	10	11	777.07	70.64	59.73	3.73	6.2	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
2328	3	5	400.87	80.17	66.60	4.2	6.6	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
453	4	5	1415.00	283.00	256.32	4.4	7	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
1664	1	1	313.61	313.61	269.90	5	13	0.00	0.00	REGULAR	2026-05-15 08:45:03.073
