customer_sk	customer_unique_id	customer_city	customer_state	first_order_date	last_order_date	lifetime_orders	lifetime_value	avg_order_value	is_repeat_customer	customer_segment	dwh_create_date
18202	30f43520e93ade7f1a60e0df3b3eb9d8	maua	SP	2017-10-04	2017-10-04	1	40.27	40.27	0	NEW	2026-05-13 10:04:56.520
18203	30f4732f9ef9751b2ceb5bffc24f33f4	rio de janeiro	RJ	2018-04-12	2018-04-12	1	165.03	165.03	0	NEW	2026-05-13 10:04:56.520
18204	30f58a70b375b24035eb7ef8f3587aee	mage	RJ	2018-08-08	2018-08-08	1	82.95	82.95	0	NEW	2026-05-13 10:04:56.520
18205	30f672cf8a6be185cc5bc2729078b52a	rio grande	RS	2017-11-18	2017-11-18	1	41.09	41.09	0	NEW	2026-05-13 10:04:56.520
18206	30f69ba98fe982ccf69f32845a94fc7f	teixeira de freitas	BA	2018-01-19	2018-01-19	1	66.69	66.69	0	NEW	2026-05-13 10:04:56.520
18207	30f73ad216db6d159099e1022c2981bb	vila velha	ES	2017-07-03	2017-07-03	1	40.00	40.00	0	NEW	2026-05-13 10:04:56.520
18208	30f768355fc24e7859298d69a17eb269	sao goncalo	RJ	2017-12-30	2017-12-30	1	96.80	96.80	0	NEW	2026-05-13 10:04:56.520
18209	30f7e7ceee845b278bd125796a1576d7	sao jose dos pinhais	PR	2018-02-26	2018-02-26	1	32.38	32.38	0	NEW	2026-05-13 10:04:56.520
18210	30fab172144c15c47ab56342c84674af	cotia	SP	2018-08-21	2018-08-21	1	46.50	46.50	0	NEW	2026-05-13 10:04:56.520
18211	30fac3a7d72060742bcbe7b787617343	rio de janeiro	RJ	2018-02-11	2018-02-11	1	278.33	278.33	0	NEW	2026-05-13 10:04:56.520
18212	30face031972f728f9c0f3426723c626	americana	SP	2017-09-09	2017-09-09	1	56.85	56.85	0	NEW	2026-05-13 10:04:56.520
18213	30fad1a517e330be6a33b2c3a21838d5	lagoa vermelha	RS	2017-05-26	2017-05-26	1	66.10	66.10	0	NEW	2026-05-13 10:04:56.520
18214	30fb3738881043828d920fe52e7e6af5	sao luis	MA	2018-06-30	2018-06-30	1	119.20	119.20	0	NEW	2026-05-13 10:04:56.520
18215	30fb797166d5fd14e26d05b73dd666b6	atibaia	SP	2018-01-30	2018-01-30	1	62.71	62.71	0	NEW	2026-05-13 10:04:56.520
18216	30fcc14a39420996d84eea0ea72ccbde	mogi das cruzes	SP	2017-12-07	2017-12-07	1	266.50	266.50	0	NEW	2026-05-13 10:04:56.520
18217	30fceee7cb0dbe6926f2b1128f2b3648	belo horizonte	MG	2016-10-05	2016-10-05	1	192.19	192.19	0	NEW	2026-05-13 10:04:56.520
18218	30fdc278a770f881ecc3ba42f6473cde	rio de janeiro	RJ	2017-09-05	2017-09-05	1	970.73	970.73	0	NEW	2026-05-13 10:04:56.520
18219	30fe3910a6e920e98fdf5daf5e2a48a8	fortaleza	CE	2018-06-26	2018-06-26	1	138.87	138.87	0	NEW	2026-05-13 10:04:56.520
18220	3100ac181f080ff2a7beb61813c0517e	loanda	PR	2018-07-18	2018-07-18	1	87.38	87.38	0	NEW	2026-05-13 10:04:56.520
18221	310196abfa8b801362582df6b1c28030	campinas	SP	2017-11-14	2017-11-14	1	382.39	382.39	0	NEW	2026-05-13 10:04:56.520
18222	31029552900326cc571cbd56cfde2f39	rio das pedras	SP	2018-06-25	2018-06-25	1	72.07	72.07	0	NEW	2026-05-13 10:04:56.520
18223	310334d50b302aec6d93cfb4f96afa0b	paraiso	SP	2017-07-13	2017-07-13	1	214.41	214.41	0	NEW	2026-05-13 10:04:56.520
18224	3104479007b9d538df0c9c2afe2caa1b	rio de janeiro	RJ	2018-06-28	2018-06-28	1	188.31	188.31	0	NEW	2026-05-13 10:04:56.520
18225	3105529b59f299f44dfe7166fc8f1ad9	rio de janeiro	RJ	2017-08-28	2017-08-28	1	215.63	215.63	0	NEW	2026-05-13 10:04:56.520
18226	3105d598604298481a38511105000bdd	formosa	GO	2017-02-28	2017-02-28	1	52.68	52.68	0	NEW	2026-05-13 10:04:56.520
18227	31062e53039941e4a9ea7a0163fc47e9	americano do brasil	GO	2018-02-09	2018-02-09	1	158.22	158.22	0	NEW	2026-05-13 10:04:56.520
18228	310647380793836bfa5b7b6b3f518423	ribeirao preto	SP	2017-04-18	2017-10-18	3	385.27	128.42	1	LOYAL	2026-05-13 10:04:56.520
18229	310898b0acd508587255ea968e18bd2a	volta redonda	RJ	2018-01-11	2018-01-11	1	28.75	28.75	0	NEW	2026-05-13 10:04:56.520
18230	3108ee37fe4da2a9e7de2a5498f52f44	feira de santana	BA	2018-06-13	2018-06-13	1	50.03	50.03	0	NEW	2026-05-13 10:04:56.520
18231	3109996d4fbd9ee195129df93d759a6c	sao paulo	SP	2018-07-31	2018-07-31	1	500.17	500.17	0	NEW	2026-05-13 10:04:56.520
18232	3109f64ceed4eb5637cec6e6bf95bc09	vinhedo	SP	2017-05-10	2017-05-10	1	186.60	186.60	0	NEW	2026-05-13 10:04:56.520
18233	310a39bb64a6198e86d944164b501735	sao paulo	SP	2017-10-11	2017-10-11	1	100.62	100.62	0	NEW	2026-05-13 10:04:56.520
18234	310bb63fcca8d5ef53e67f2497c30dba	sao paulo	SP	2017-10-31	2017-10-31	1	97.61	97.61	0	NEW	2026-05-13 10:04:56.520
18235	310cf94226277fd64154e3fa99e6e0d4	angra dos reis	RJ	2017-04-29	2017-04-29	1	218.13	218.13	0	NEW	2026-05-13 10:04:56.520
18236	310dd700f80ee0f4d147b1dccaf4da2b	sao paulo	SP	2017-12-19	2017-12-19	1	89.25	89.25	0	NEW	2026-05-13 10:04:56.520
18237	310f9f6d2ece6f501dc93c32ddb23273	conselheiro lafaiete	MG	2017-12-06	2017-12-06	1	24.69	24.69	0	NEW	2026-05-13 10:04:56.520
18238	310fe886bbd2131a2f0976ed616e60a8	sao paulo	SP	2018-03-04	2018-03-04	1	228.51	228.51	0	NEW	2026-05-13 10:04:56.520
18239	3110339155d740dc64b31e1666952100	sao paulo	SP	2017-06-07	2017-06-07	2	116.90	58.45	1	REGULAR	2026-05-13 10:04:56.520
18240	31110c0abf469026d27a9f6b5f4fb364	janauba	MG	2018-04-30	2018-04-30	1	289.31	289.31	0	NEW	2026-05-13 10:04:56.520
18241	3111af3686f18c277dad422df8cbae17	alvorada do gurgueia	PI	2018-04-09	2018-04-09	1	87.85	87.85	0	NEW	2026-05-13 10:04:56.520
18242	3111e773fb6d8ee39c8129ee68ac378f	presidente prudente	SP	2017-11-28	2017-11-28	1	95.30	95.30	0	NEW	2026-05-13 10:04:56.520
18243	31127406f4f4cabe57b756540218c700	volta redonda	RJ	2017-12-02	2017-12-02	1	524.78	524.78	0	NEW	2026-05-13 10:04:56.520
18244	3114c70ec2cb1c6f87827d47f3acd338	narandiba	SP	2017-06-09	2017-06-09	1	394.07	394.07	0	NEW	2026-05-13 10:04:56.520
18245	3115e354768c8b1951fab14116652fc3	araxa	MG	2018-07-16	2018-07-16	1	145.88	145.88	0	NEW	2026-05-13 10:04:56.520
18246	3117074e68938a67f2039328776fd33c	sao paulo	SP	2017-08-28	2017-08-28	1	201.06	201.06	0	NEW	2026-05-13 10:04:56.520
18247	311787523e8a6ac3c3edc54c301c3a52	curitiba	PR	2018-05-12	2018-05-12	1	1231.52	1231.52	0	NEW	2026-05-13 10:04:56.520
18248	3117ef1f4abd00555b64804c95df00c3	sao paulo	SP	2018-05-14	2018-05-14	1	180.56	180.56	0	NEW	2026-05-13 10:04:56.520
18249	3119c7d0881db14f17f27bc80b245b48	belem	PA	2017-11-16	2017-11-16	1	72.67	72.67	0	NEW	2026-05-13 10:04:56.520
18250	311a83f10f67fe5273b873850f3fcfb7	mogi das cruzes	SP	2017-09-20	2017-09-20	1	285.73	285.73	0	NEW	2026-05-13 10:04:56.520
18251	311b41f49f5db3077baa6f15b1db1f0e	sao paulo	SP	2018-05-05	2018-05-05	1	68.15	68.15	0	NEW	2026-05-13 10:04:56.520
18252	311b7759da40d8d24724a882f0641308	goiania	GO	2018-04-05	2018-04-05	1	622.08	622.08	0	NEW	2026-05-13 10:04:56.520
18253	311dff8c3112b3ea255ec4871cabaf03	caxias do sul	RS	2017-11-27	2017-11-27	1	299.72	299.72	0	NEW	2026-05-13 10:04:56.520
18254	311ec01a05cd02d70310ffbff5a28b5a	nossa senhora das dores	SE	2017-12-18	2017-12-18	1	598.23	598.23	0	NEW	2026-05-13 10:04:56.520
18255	311ed28cdceb4f7c87b66bb02ab5cf07	sorocaba	SP	2018-04-27	2018-04-27	1	93.95	93.95	0	NEW	2026-05-13 10:04:56.520
18256	3120173746db0536b4ce30d18e55e70a	osasco	SP	2018-06-13	2018-06-13	1	46.16	46.16	0	NEW	2026-05-13 10:04:56.520
18257	3120ca5b9fa1f96c18c1e329d4aae1cc	maua	SP	2017-12-10	2017-12-10	1	179.07	179.07	0	NEW	2026-05-13 10:04:56.520
18258	3120f3746308b5457634762665d79cea	sao paulo	SP	2018-04-03	2018-04-03	1	28.87	28.87	0	NEW	2026-05-13 10:04:56.520
18259	3120f54da23ff19d587558a5fdc7a284	sao jose do rio preto	SP	2018-03-06	2018-03-06	1	164.07	164.07	0	NEW	2026-05-13 10:04:56.520
18260	31211ce721363d74816326589e637b60	belo horizonte	MG	2018-04-18	2018-04-18	1	53.90	53.90	0	NEW	2026-05-13 10:04:56.520
18261	3121ab94c8521f3dd674239524b337b4	duque de caxias	RJ	2017-11-26	2017-11-26	1	66.67	66.67	0	NEW	2026-05-13 10:04:56.520
18262	3122dff8cffcaa49d22bc737980e79f5	santa maria do suacui	MG	2018-02-22	2018-02-22	1	339.48	339.48	0	NEW	2026-05-13 10:04:56.520
18263	312367746c1bc65fb1d8cad08345aa37	nova iguacu	RJ	2018-06-07	2018-06-07	1	64.22	64.22	0	NEW	2026-05-13 10:04:56.520
18264	3123dc97347a751c4d825f45d6d6e4c0	sao jose do rio preto	SP	2018-08-07	2018-08-07	1	223.19	223.19	0	NEW	2026-05-13 10:04:56.520
18265	3123f4758f8ee64a0e19eccd9fd46f9b	fazenda rio grande	PR	2018-04-02	2018-04-02	1	192.62	192.62	0	NEW	2026-05-13 10:04:56.520
18266	3124024ba0f91794170d3d64dc9f57bf	santa cruz do sul	RS	2018-03-07	2018-03-07	1	85.39	85.39	0	NEW	2026-05-13 10:04:56.520
18267	3125d26ceb79dae09c47a8459bf87474	praia grande	SP	2017-09-11	2017-09-11	1	47.78	47.78	0	NEW	2026-05-13 10:04:56.520
18268	31269cbc7eb43bc9b86f3f6c47934208	paranavai	PR	2017-11-13	2017-11-13	1	62.01	62.01	0	NEW	2026-05-13 10:04:56.520
18269	31269dc7d85b5cd7392a4a28455d9047	salvador	BA	2018-01-17	2018-01-17	1	329.20	329.20	0	NEW	2026-05-13 10:04:56.520
18270	3126c1a8c6c019ac92c7adfe193e6c75	nanuque	MG	2017-12-01	2017-12-01	1	82.59	82.59	0	NEW	2026-05-13 10:04:56.520
18271	3126fa08bc9542bf3500d12b187ae1f2	limoeiro do norte	CE	2017-05-08	2017-05-08	1	138.06	138.06	0	NEW	2026-05-13 10:04:56.520
18272	312759a8d9d7e7fae4997a9eec21d2ef	sao paulo	SP	2018-01-29	2018-01-29	1	149.70	149.70	0	NEW	2026-05-13 10:04:56.520
18273	312823a3a38d7ad3046d8ba7122f93a8	brasilia	DF	2018-02-07	2018-02-07	1	128.54	128.54	0	NEW	2026-05-13 10:04:56.520
18274	31284ff65b82dd9571b788b1c3644fb4	sao paulo	SP	2017-04-23	2017-04-23	1	237.14	237.14	0	NEW	2026-05-13 10:04:56.520
18275	3128a821781720a6515f8952671b1452	diadema	SP	2018-01-08	2018-01-08	1	59.17	59.17	0	NEW	2026-05-13 10:04:56.520
18276	3128b02155500306be4504a92c35c4de	andre da rocha	RS	2018-08-09	2018-08-09	1	146.13	146.13	0	NEW	2026-05-13 10:04:56.520
18277	31293649410caf78cd0a64bfc3ff3d78	ourinhos	SP	2017-06-11	2017-06-11	1	143.92	143.92	0	NEW	2026-05-13 10:04:56.520
18278	31293e1997e11545f4ba40ca0cf29f21	jaguarao	RS	2018-01-15	2018-01-15	1	85.63	85.63	0	NEW	2026-05-13 10:04:56.520
18279	3129dce5dc566246ea1354bff5bb6fea	iuna	ES	2018-08-13	2018-08-13	1	132.04	132.04	0	NEW	2026-05-13 10:04:56.520
18280	3129ff2f82dff6e27510f8169e40ea2d	itatiba	SP	2018-06-26	2018-06-26	1	733.53	733.53	0	NEW	2026-05-13 10:04:56.520
18281	312bd00f838c99265423059305d9b94f	sao paulo	SP	2017-06-25	2017-06-25	1	124.69	124.69	0	NEW	2026-05-13 10:04:56.520
18282	312c57b3499e3341ae8b400cb88f4cbd	rio de janeiro	RJ	2017-07-01	2017-07-01	1	165.48	165.48	0	NEW	2026-05-13 10:04:56.520
18283	312c9b7a4b792683db76a547c722486b	jundiai	SP	2017-04-17	2017-04-17	1	27.50	27.50	0	NEW	2026-05-13 10:04:56.520
18284	312ca503ca7b19889f1db32cd18cb120	campina grande	PB	2017-12-06	2017-12-06	1	657.63	657.63	0	NEW	2026-05-13 10:04:56.520
18285	312f3a7159f8ae9a13199d7fbc53d1c7	tres rios	RJ	2018-03-02	2018-03-02	1	82.39	82.39	0	NEW	2026-05-13 10:04:56.520
18286	312f79c18a73bd1fa8d8cab58a6d7df8	sao paulo	SP	2017-08-24	2017-08-24	1	61.75	61.75	0	NEW	2026-05-13 10:04:56.520
18287	3130166b602995f07d55516b17a20ed1	pirassununga	SP	2017-11-25	2017-11-25	1	50.35	50.35	0	NEW	2026-05-13 10:04:56.520
18288	31318a0597cd9d50ce4cfd03c80fe780	santa rita do sapucai	MG	2018-01-26	2018-01-26	1	257.50	257.50	0	NEW	2026-05-13 10:04:56.520
18289	31329ee430dd72f8e82f49a71e198a12	caraguatatuba	SP	2017-11-17	2017-11-17	1	319.98	319.98	0	NEW	2026-05-13 10:04:56.520
18290	3132c45b19577f0ec2ab05c887dc1edc	gramado	RS	2018-02-09	2018-02-09	1	148.06	148.06	0	NEW	2026-05-13 10:04:56.520
18291	3132d86f62f32c88fd171f0a25012699	contagem	MG	2018-01-08	2018-01-08	1	89.88	89.88	0	NEW	2026-05-13 10:04:56.520
18292	313356b1d0c1460ef5ba54625e25d3fa	nova friburgo	RJ	2017-10-02	2017-10-02	1	121.98	121.98	0	NEW	2026-05-13 10:04:56.520
18293	31338345a9cbb90d4692d1141353313d	campinas	SP	2018-07-14	2018-07-14	1	378.96	378.96	0	NEW	2026-05-13 10:04:56.520
18294	31339f74e55f018c10f30863c1df277b	sao paulo	SP	2018-02-23	2018-02-23	1	124.27	124.27	0	NEW	2026-05-13 10:04:56.520
18295	3134220c64f9bd39abb6e21079aafc88	rio de janeiro	RJ	2018-05-21	2018-05-21	1	24.23	24.23	0	NEW	2026-05-13 10:04:56.520
18296	31361f6c16f604685dd5004af1e0dbc3	sao paulo	SP	2017-06-18	2017-06-18	1	137.87	137.87	0	NEW	2026-05-13 10:04:56.520
18297	3136561f1d9af758ada21e74d3a35e81	guarulhos	SP	2017-10-18	2017-10-18	1	64.45	64.45	0	NEW	2026-05-13 10:04:56.520
18298	3136c4d6231ed845c91d5e1959f76437	sumare	SP	2017-10-22	2017-10-22	1	102.87	102.87	0	NEW	2026-05-13 10:04:56.520
18299	31380ad989067d1aac622b1eeadeabf4	duque de caxias	RJ	2017-06-24	2017-06-24	1	250.07	250.07	0	NEW	2026-05-13 10:04:56.520
18300	31386ac80f5818ae859cd37e0a0f17af	juiz de fora	MG	2017-06-30	2017-06-30	1	123.89	123.89	0	NEW	2026-05-13 10:04:56.520
18301	3138858b0f3302d6d8ffbaf1de14444e	pouso alegre	MG	2018-01-17	2018-01-17	1	87.10	87.10	0	NEW	2026-05-13 10:04:56.520
18302	31397f2849beb9c2f87b601ac5745c00	campos dos goytacazes	RJ	2018-04-04	2018-04-04	1	163.69	163.69	0	NEW	2026-05-13 10:04:56.520
18303	313a1411e58266af71ecec9da279ad12	belo horizonte	MG	2018-08-21	2018-08-21	1	93.32	93.32	0	NEW	2026-05-13 10:04:56.520
18304	313c1c4670538126790f08b10b05058e	niteroi	RJ	2017-10-05	2017-10-05	1	394.95	394.95	0	NEW	2026-05-13 10:04:56.520
18305	313cab5a662c12f0ad9042f0bb8d590e	sao bento do sul	SC	2018-01-04	2018-01-04	1	143.12	143.12	0	NEW	2026-05-13 10:04:56.520
18306	313cd367cefc0b138d5329ea84ecfdec	tanabi	SP	2017-11-29	2017-11-29	1	156.06	156.06	0	NEW	2026-05-13 10:04:56.520
18307	313d264786169d661c203a13672913ca	regente feijo	SP	2017-09-06	2017-09-06	1	29.41	29.41	0	NEW	2026-05-13 10:04:56.520
18308	313d458d078d9c1783ef3b8b93ba56ee	salvador	BA	2018-02-16	2018-02-16	1	45.78	45.78	0	NEW	2026-05-13 10:04:56.520
18309	313eaa57716005a36a7914f6953b9c43	sao paulo	SP	2018-05-17	2018-05-17	1	146.92	146.92	0	NEW	2026-05-13 10:04:56.520
18310	313fc07d700930f4fbb8c08c5f5ebc20	curitiba	PR	2018-04-22	2018-04-22	1	93.00	93.00	0	NEW	2026-05-13 10:04:56.520
18311	313febe2adc914a7cb3f6e903f8e13cf	braganca paulista	SP	2017-05-17	2018-08-13	2	161.48	80.74	1	REGULAR	2026-05-13 10:04:56.520
18312	314199be780a7dc8da9cd6efd9832d01	sao paulo	SP	2017-10-16	2017-10-16	1	713.70	713.70	0	NEW	2026-05-13 10:04:56.520
18313	3141f71d872226a25e27069ab3637ec1	mogi-guacu	SP	2017-07-15	2017-07-15	1	74.05	74.05	0	NEW	2026-05-13 10:04:56.520
18314	314259ece6a9207c6fc02d925fc996b9	sao paulo	SP	2018-02-25	2018-03-20	2	196.92	98.46	1	REGULAR	2026-05-13 10:04:56.520
18315	31425aca0f7919bee24c8bf5ae647498	ribeirao das neves	MG	2018-01-12	2018-01-12	1	57.11	57.11	0	NEW	2026-05-13 10:04:56.520
18316	31426326d8f68e52c60dd11a3b72b340	miguelopolis	SP	2017-08-03	2017-08-03	1	145.14	145.14	0	NEW	2026-05-13 10:04:56.520
18317	3142ed5ef9fadb55dd02df21e80a5f6a	santa luzia	MG	2018-02-20	2018-02-20	1	72.15	72.15	0	NEW	2026-05-13 10:04:56.520
18318	3143f2c10da2df38f987eb62ac9c7b53	ribeirao preto	SP	2017-11-30	2017-11-30	1	31.59	31.59	0	NEW	2026-05-13 10:04:56.520
18319	314579e5855c24c990e92cfeacf71937	pelotas	RS	2017-11-24	2017-11-24	1	54.00	54.00	0	NEW	2026-05-13 10:04:56.520
18320	3146229460ce28f41121b47929b046b0	barreirinhas	MA	2017-02-17	2017-02-17	1	205.71	205.71	0	NEW	2026-05-13 10:04:56.520
18321	31463a6b3a01f53c3ef1a04a849decf4	ibimirim	PE	2016-10-04	2016-10-04	1	177.28	177.28	0	NEW	2026-05-13 10:04:56.520
18322	314945ddf0337d5bd23bf42a6873cc15	rio de janeiro	RJ	2018-01-17	2018-01-17	1	619.34	619.34	0	NEW	2026-05-13 10:04:56.520
18323	31499e721c936ac2d180f41d65208dea	natal	RN	2018-04-18	2018-04-18	1	72.85	72.85	0	NEW	2026-05-13 10:04:56.520
18324	314ac5e13f6b79cc209af44d369852fc	sao paulo	SP	2017-03-23	2017-03-23	1	75.53	75.53	0	NEW	2026-05-13 10:04:56.520
18325	314b61600e5228a9dfe7623fd25ba846	sao goncalo	RJ	2017-01-26	2017-01-26	1	1323.30	1323.30	0	NEW	2026-05-13 10:04:56.520
18326	314b690fa4e208f1e8122220378e7b5a	indiara	GO	2017-12-20	2017-12-20	1	85.18	85.18	0	NEW	2026-05-13 10:04:56.520
18327	314d498639a7a7e9b8f135a0e9d138c0	montenegro	RS	2017-10-17	2017-10-17	1	79.19	79.19	0	NEW	2026-05-13 10:04:56.520
18328	314e5bfbc5567af3fe09c6fba1845cdf	salinas	MG	2018-06-06	2018-06-06	1	309.61	309.61	0	NEW	2026-05-13 10:04:56.520
18329	314e67684fb54502d819d66c0e3beb9b	sao jose do vale do rio preto	RJ	2018-06-16	2018-06-16	1	94.66	94.66	0	NEW	2026-05-13 10:04:56.520
18330	314f4fa23e0008664d19f6058bcdc275	belo horizonte	MG	2018-05-16	2018-05-16	1	203.91	203.91	0	NEW	2026-05-13 10:04:56.520
18331	314fcf9fe0f9497822eb881f942fca6c	santos dumont	MG	2018-07-19	2018-07-19	1	106.76	106.76	0	NEW	2026-05-13 10:04:56.520
18332	3150f79bbcdc6f73b4af465330049dd6	brasilia	DF	2018-06-19	2018-06-19	1	40.27	40.27	0	NEW	2026-05-13 10:04:56.520
18333	315185ccc582def35c19322629bbb275	salvador	BA	2018-04-13	2018-04-13	1	51.28	51.28	0	NEW	2026-05-13 10:04:56.520
18334	3151a81801c8386361b62277d7fa5ecf	caxias do sul	RS	2018-04-01	2018-04-01	1	102.47	102.47	0	NEW	2026-05-13 10:04:56.520
18335	3151fd501abb61713cb8da0831ec76d2	rio de janeiro	RJ	2017-09-21	2017-09-21	1	57.67	57.67	0	NEW	2026-05-13 10:04:56.520
18336	31538ea9bcf468ca4361478b6a5346cc	sao paulo	SP	2018-05-15	2018-05-15	1	22.29	22.29	0	NEW	2026-05-13 10:04:56.520
18337	3154c6d767bab7455f634f16e74c5631	tatui	SP	2017-11-16	2017-11-16	1	91.94	91.94	0	NEW	2026-05-13 10:04:56.520
18338	3155854a2db52ab036649b2f31b4fb9d	corumba	MS	2017-06-04	2017-06-04	1	155.08	155.08	0	NEW	2026-05-13 10:04:56.520
18339	3157466613dad6ff9a7a98af3ba288f2	taboao da serra	SP	2018-02-22	2018-02-22	1	67.68	67.68	0	NEW	2026-05-13 10:04:56.520
18340	3158911f682586c20840c8a484145196	itatiba	SP	2018-06-25	2018-06-25	1	284.13	284.13	0	NEW	2026-05-13 10:04:56.520
18341	3158fc4f60ca92412de397461b64cee3	sumare	SP	2018-08-21	2018-08-30	2	981.98	490.99	1	REGULAR	2026-05-13 10:04:56.520
18342	3159faae98c743546432be5a500179a1	sao paulo	SP	2017-06-05	2017-06-05	1	22.72	22.72	0	NEW	2026-05-13 10:04:56.520
18343	315b0fb0cc21fb7c1a1c9aa5c063970f	sao paulo	SP	2018-04-07	2018-04-07	1	27.38	27.38	0	NEW	2026-05-13 10:04:56.520
18344	315b46c034e62923d7cf1870d173fadc	ibitinga	SP	2017-12-06	2017-12-06	1	134.38	134.38	0	NEW	2026-05-13 10:04:56.520
18345	315ba9db647cb218fd5c0bda98736cb6	aguas mornas	SC	2018-02-04	2018-02-04	1	104.52	104.52	0	NEW	2026-05-13 10:04:56.520
18346	315cf02fd1575037cf6af382062bc1fe	medeiros neto	BA	2018-05-14	2018-05-14	1	69.08	69.08	0	NEW	2026-05-13 10:04:56.520
18347	315d030ea450e5e6610db422579ef367	dourados	MS	2018-02-09	2018-02-09	1	261.46	261.46	0	NEW	2026-05-13 10:04:56.520
18348	315f25397a360576f1218717717c4364	vitoria	ES	2018-03-20	2018-03-20	1	148.69	148.69	0	NEW	2026-05-13 10:04:56.520
18349	3160d045339a86518702dd3aa75d7b78	praia grande	SP	2017-10-11	2017-10-11	1	31.01	31.01	0	NEW	2026-05-13 10:04:56.520
18350	316107d320bc2ee4b4b0d66c60cbc2a2	belo horizonte	MG	2017-06-20	2017-06-20	1	245.57	245.57	0	NEW	2026-05-13 10:04:56.520
18351	31628ac4d85d1c46ebf7dad444adcbe3	paraty	RJ	2018-02-24	2018-02-24	1	163.81	163.81	0	NEW	2026-05-13 10:04:56.520
18352	3163b4de066c9bfee60e6608c99a0bbc	rio grande	RS	2018-08-16	2018-08-16	1	122.48	122.48	0	NEW	2026-05-13 10:04:56.520
18353	3167351a6b465cbd9e31e92b2d9cd9de	sao paulo	SP	2018-03-22	2018-03-22	1	111.71	111.71	0	NEW	2026-05-13 10:04:56.520
18354	31679ddfa8293ff186216eec51ba574f	sao paulo	SP	2018-02-24	2018-02-24	1	45.01	45.01	0	NEW	2026-05-13 10:04:56.520
18355	3168dc37da92585ed2bf29058b0cc143	rio branco	AC	2017-07-17	2017-07-17	1	82.42	82.42	0	NEW	2026-05-13 10:04:56.520
18356	316931e22a071196028df612c97ceed9	triunfo	RS	2017-09-05	2017-09-05	1	76.57	76.57	0	NEW	2026-05-13 10:04:56.520
18357	316b9249f9768e2b6a70dc32def4b8f3	cachoeiro de itapemirim	ES	2018-01-03	2018-01-03	1	78.70	78.70	0	NEW	2026-05-13 10:04:56.520
18358	316c893962c40dfcff2f2fdec409610f	serra	ES	2018-01-18	2018-01-18	1	351.99	351.99	0	NEW	2026-05-13 10:04:56.520
18359	316d6ccdf24ac783b5e4ccdff8506af9	volta redonda	RJ	2017-10-16	2017-10-16	1	25.09	25.09	0	NEW	2026-05-13 10:04:56.520
18360	316d92f381a2045c4ae01cbfc4497867	mongagua	SP	2017-08-10	2017-08-10	1	509.61	509.61	0	NEW	2026-05-13 10:04:56.520
18361	316e64f500c9c546f11bdb5d22bfc7b8	duque de caxias	RJ	2017-08-07	2017-08-07	1	605.85	605.85	0	NEW	2026-05-13 10:04:56.520
18362	317044f83a92e499420de7fdc6baf5c4	atibaia	SP	2017-08-12	2017-08-12	1	620.82	620.82	0	NEW	2026-05-13 10:04:56.520
18363	317078adf141dee3755559c093b13929	birigui	SP	2018-03-16	2018-03-16	1	117.51	117.51	0	NEW	2026-05-13 10:04:56.520
18364	3170ebd8b32a5e2102c9d75e0a7f6d74	sao paulo	SP	2017-08-21	2017-08-25	2	276.48	138.24	1	REGULAR	2026-05-13 10:04:56.520
18365	3171b4d88a6e5197365277f56c7a9e7c	fortaleza	CE	2017-12-16	2017-12-16	1	47.62	47.62	0	NEW	2026-05-13 10:04:56.520
18366	3172e7e1a9156051d993ac4c332b78a0	rio de janeiro	RJ	2018-04-21	2018-04-21	1	172.13	172.13	0	NEW	2026-05-13 10:04:56.520
18367	3172f4a1df0fed35b6fc6d99e7660d30	sao paulo	SP	2017-08-27	2017-08-27	1	71.82	71.82	0	NEW	2026-05-13 10:04:56.520
18368	317316ce918b51c2d4e1e7f9af54c434	sao pedro da aldeia	RJ	2017-09-26	2017-09-26	1	133.05	133.05	0	NEW	2026-05-13 10:04:56.520
18369	31749fa0149e198015467e54929d5123	belo horizonte	MG	2018-06-21	2018-06-21	1	77.28	77.28	0	NEW	2026-05-13 10:04:56.520
18370	3174a996d8e1ad133337531609f98dff	brasilia	DF	2018-03-28	2018-03-28	1	84.92	84.92	0	NEW	2026-05-13 10:04:56.520
18371	3174c4e21145aed6e4fe22a8f8634763	araxa	MG	2017-10-25	2017-10-25	1	71.04	71.04	0	NEW	2026-05-13 10:04:56.520
18372	31763fe84b0748621f98b00d5ae42bff	nova serrana	MG	2018-02-03	2018-02-03	1	64.80	64.80	0	NEW	2026-05-13 10:04:56.520
18373	31769e4868006bd8b9f427adb05a27bb	rio de janeiro	RJ	2017-11-29	2017-11-29	1	80.15	80.15	0	NEW	2026-05-13 10:04:56.520
18374	31771f8f793e3bbe3122fc1eba2b92f8	santa fe do sul	SP	2018-07-25	2018-07-25	1	123.75	123.75	0	NEW	2026-05-13 10:04:56.520
18375	3177cc68caaad620f37b3d13cf67dca7	jatai	GO	2017-05-17	2017-05-17	1	90.00	90.00	0	NEW	2026-05-13 10:04:56.520
18376	3177fe6dc09992fd1ea77cf0e50cceeb	joao pessoa	PB	2018-04-05	2018-04-05	1	57.85	57.85	0	NEW	2026-05-13 10:04:56.520
18377	31786275e5f0953e0d19ff73b4ae5630	rio de janeiro	RJ	2018-03-31	2018-03-31	1	174.70	174.70	0	NEW	2026-05-13 10:04:56.520
